"","row_var","row_cat","col_var","col_cat","n","n_row","n_total","percent_total","se_total","t_crit_total","lcl_total","ucl_total","percent_row","se_row","t_crit_row","lcl_row","ucl_row"
"42","xdr","1","num_strains_lzd_mutations","1",1,51,121,0.826446280991736,0.826446280991736,1.97993040508242,0.113054805940008,5.78090884302381,1.96078431372549,1.96078431372549,1.97993040508242,0.264733220489022,13.0960367470592
"43","xdr","0","num_strains_z_mutations","0",345,354,438,78.7671232876712,1.95630332389548,1.96540733337266,74.6692077937674,82.3587208851888,97.4576271186441,0.837799674967729,1.96540733337266,95.1743016830053,98.6756091377413
"44","xdr","0","num_strains_z_mutations","1",9,354,438,2.05479452054794,0.67863315233885,1.96540733337266,1.06978027190408,3.91091936346933,2.54237288135593,0.837799674967729,1.96540733337266,1.32439086225865,4.82569831699474
"45","xdr","1","num_strains_z_mutations","0",77,84,438,17.5799086757991,1.82089177647267,1.96540733337266,14.2819505330504,21.4488630948525,91.6666666666667,3.03372388147352,1.96540733337266,83.4429255769499,96.0014870100673
"46","xdr","1","num_strains_z_mutations","1",7,84,438,1.59817351598174,0.599891662627622,1.96540733337266,0.761556353752655,3.32309070966884,8.33333333333333,3.03372388147352,1.96540733337266,3.99851298993265,16.5570744230501
"47","xdr","0","num_strains_r_mutations","0",178,180,184,96.7391304347826,1.31293207553732,1.97301191513626,92.8829571735665,98.538811416625,98.8888888888889,0.783476506939859,1.97301191513626,95.6134772788236,99.7255739964303
"48","xdr","0","num_strains_r_mutations","1",2,180,184,1.08695652173913,0.766491466179157,1.97301191513626,0.268479710350562,4.29319866692687,1.11111111111111,0.78347650693986,1.97301191513626,0.274426003569689,4.3865227211764
"49","xdr","1","num_strains_r_mutations","0",3,4,184,1.6304347826087,0.936173938466032,1.97301191513626,0.52121405734675,4.98202046473939,75,25,1.97301191513626,17.7690983234663,97.6553191713328
"50","xdr","1","num_strains_r_mutations","1",1,4,184,0.543478260869565,0.543478260869565,1.97301191513626,0.0751055587004307,3.82102248491877,25,25,1.97301191513626,2.34468082866723,82.2309016765337
"51","xdr","0","num_strains_s_mutations","0",35,37,39,89.7435897435898,4.92161471762766,2.02439416391197,74.7743506728634,96.2726752715994,94.5945945945946,3.7687388582616,2.02439416391197,79.7397229026181,98.7311582050727
"52","xdr","0","num_strains_s_mutations","1",2,37,39,5.12820512820513,3.57815751243262,2.02439416391197,1.20493213738071,19.3267479757694,5.4054054054054,3.7687388582616,2.02439416391197,1.26884179492727,20.2602770973819
"53","xdr","1","num_strains_s_mutations","0",2,2,39,5.12820512820513,3.57815751243262,2.02439416391197,1.20493213738071,19.3267479757694,100,0,2.02439416391197,NA,NA
