sample	tb_profiler_strain	mixed_strain
SRR16088190	lineage2.2.1	no
SRR16088191	lineage2.2.1	no
SRR16088192	lineage4.1.2.1	no
SRR16088193	lineage2.2.1	no
SRR16088194	lineage2.2.1	no
SRR16088195	lineage2.2.1	no
SRR16088197	lineage4.2.1.1	no
SRR16088198	lineage2.2.1	no
SRR16088199	lineage2.2.1	no
SRR16088200	lineage2.2.1	no
SRR16088201	lineage4.3.3	no
SRR16088202	lineage4.2.1.1	no
SRR16088203	lineage2.2.1	no
SRR16088204	lineage4.2.1.1	no
SRR16088205	lineage2.2.1	no
SRR16088207	lineage4.8	no
SRR16088208	lineage2.2.1	no
SRR16088209	lineage2.2.1	no
SRR16088211	lineage4.8	no
SRR16088212	lineage4.8	no
SRR16088213	lineage2.2.1	no
SRR16088214	lineage2.2.1	no
SRR16088215	lineage4.2.1	no
SRR16088216	lineage4.8	no
SRR16088217	lineage2.2.1	no
SRR16088218	lineage4.8	no
SRR16088219	lineage2.2.1	no
SRR16088220	lineage2.2.1	no
SRR16088221	lineage2.2.1	no
SRR16088223	lineage4.3.3	no
SRR16088224	lineage2.2.1	no
SRR16088225	lineage2.2.1	no
SRR16088226	lineage4.8	no
SRR16088227	lineage4.8	no
SRR16088228	lineage4.8	no
SRR16088229	lineage2.2.1	no
SRR16088230	lineage2.2.1	no
SRR16088231	lineage4.2.1.1	no
SRR16088232	lineage2.2.1	no
SRR16088233	lineage4.2.1.1	no
SRR16088236	lineage4.8	no
SRR16088237	lineage4.3.3;lineage2.2	yes
SRR16088238	lineage4.2.1	no
SRR16088239	lineage4.8	no
SRR16088240	lineage4.1.2.1;lineage2.2.1	yes
SRR16088241	lineage4.8	no
SRR16088242	lineage4	no
SRR16088243	lineage4.1.2.1	no
SRR16088245	lineage4.8	no
SRR16088246	lineage4.1.2	no
SRR16088247	lineage4.2.1.1	no
SRR16088248	lineage4.2.1.1	no
SRR16088249	lineage2.2.1	no
SRR16088250	lineage4.8	no
SRR16088251	lineage4.8	no
SRR16088252	lineage2.2.1	no
SRR16088253	lineage4.8	no
SRR16088254	lineage2.2.1	no
SRR16088256	lineage4.1.2	no
SRR16088257	lineage4.3.3	no
SRR16088258	lineage4.8	no
SRR16088260	lineage4.3.3	no
SRR16088261	lineage4.8	no
SRR16088262	lineage4.8	no
SRR16088263	lineage2.2.1	no
SRR16088264	lineage2.2.1	no
SRR16088265	lineage4.8	no
SRR16088266	lineage2.2.1	no
SRR16088267	lineage2.2.1	no
SRR16088268	lineage4.8	no
SRR16088270	lineage2.2.1	no
SRR16088271	lineage4.3.3	no
SRR16088272	lineage4.2.1	no
SRR16088273	lineage4.1	no
SRR16088275	lineage2.2.1	no
SRR16088276	lineage4.8	no
SRR16088277	lineage4.3.3	no
SRR16088278	lineage4.8	no
SRR16088279	lineage2.2.1	no
SRR16088280	lineage2.2.1	no
SRR16088281	lineage2.2.1	no
SRR16088282	lineage4.8	no
SRR16088283	lineage4.1.2.1	no
SRR16088284	lineage2.2.1	no
SRR16088285	lineage2.2.1	no
SRR16088286	lineage2.2.1	no
SRR16088287	lineage2.2.1	no
SRR16088288	lineage2.2.1	no
SRR16088290	lineage2.2.1	no
SRR16088291	lineage4.1	no
SRR16088293	lineage4.8	no
SRR16088294	lineage4.1.2.1	no
SRR16088295	lineage4.3.3	no
SRR16088296	lineage2.2.1	no
SRR16088297	lineage2.2.1	no
SRR16088298	lineage4.1.2.1	no
SRR16088299	lineage2.2.1	no
SRR16088300	lineage2.2.1	no
SRR16088301	lineage4.3.3	no
SRR16088302	lineage4.3.3	no
SRR16088303	lineage2.2.1	no
SRR16088304	lineage4.3.3	no
SRR16088305	lineage4.2.1	no
SRR16088306	lineage4.8	no
SRR16088308	lineage2.2.1	no
SRR16088309	lineage2.2.1	no
SRR16088310	lineage4.2.1.1	no
SRR16088311	lineage4.2.1.1	no
SRR16088312	lineage4.3.4.1	no
SRR16088313	lineage2.2.1	no
SRR16088314	lineage2.2.1	no
SRR16088315	lineage2.2.1	no
SRR16088316	lineage2.2.1	no
SRR16088317	lineage4.1.2	no
SRR16088318	lineage2.2.1	no
SRR16088319	lineage4.3.3	no
SRR16088320	lineage4.8	no
SRR16088321	lineage4.3.3	no
SRR16088322	lineage4.8	no
SRR16088323	lineage2.2.1	no
SRR16088324	lineage2.2.1	no
SRR16088326	lineage2.2.1	no
SRR16088327	lineage2.2.1	no
SRR16088329	lineage2.2.1	no
SRR16088330	lineage2.2.1	no
SRR16088334	lineage2.2.1	no
SRR16088335	lineage2.2.1	no
SRR16088338	lineage2.2.1	no
SRR16088339	lineage2.2.1	no
SRR16088340	lineage2.2.1	no
SRR16088341	lineage2.2.1	no
SRR16088343	lineage2.2.1	no
SRR16088344	lineage2.2.1	no
SRR16088345	lineage4.2.1.1	no
SRR16088348	lineage2.2.1	no
SRR16088350	lineage2.2.1	no
SRR16088351	lineage4.8	no
SRR16088352	lineage4.3.3	no
SRR16088353	lineage2.2.1	no
SRR16088354	lineage4.3.3	no
SRR16088355	lineage4.3.3	no
SRR16088356	lineage4.8	no
SRR16088357	lineage4.2.1	no
SRR16088358	lineage4.3.3	no
SRR16088359	lineage2.2.1	no
SRR16088360	lineage4.8	no
SRR16088361	lineage2.2.1	no
SRR16088362	lineage4.8	no
SRR16088363	lineage4.2.1.1	no
SRR16088364	lineage4.8	no
SRR16088365	lineage4.2.1.1	no
SRR16088366	lineage4.3.3	no
SRR16088367	lineage4.1.2.1	no
SRR16088368	lineage4.8	no
SRR16088369	lineage4.8	no
SRR16088370	lineage4.8	no
SRR16088371	lineage4.8	no
SRR16088372	lineage4.8	no
SRR16088373	lineage4.8	no
SRR16088374	lineage4.8	no
SRR16088376	lineage4.2.1	no
SRR16088377	lineage2.2.1	no
SRR16088378	lineage2.2.1	no
SRR16088379	lineage4.2.1.1	no
SRR16088380	lineage4.8	no
SRR16088382	lineage4.8	no
SRR16088383	lineage4.1.2.1	no
SRR16088384	lineage2.2.1	no
SRR16088385	lineage4.1.2.1	no
SRR16088386	lineage4.1.2.1	no
SRR16088387	lineage4.2.1.1	no
SRR16088388	lineage4.8	no
SRR16088389	lineage4.8	no
SRR16088390	lineage4.8	no
SRR16088392	lineage2.2.1	no
SRR16088393	lineage4.8	no
SRR16088394	lineage4.2.1.1	no
SRR16088395	lineage2.2.1	no
SRR16088396	lineage2.2.1	no
SRR16088397	lineage2.2.1	no
SRR16088398	lineage2.2.1	no
SRR16088399	lineage4.8	no
SRR16088400	lineage2.2.1	no
SRR16088401	lineage2.2.1	no
SRR16088402	lineage2.2.1	no
SRR16088406	lineage2.2.1	no
SRR16088407	lineage2.2.1	no
SRR16088408	lineage2.2.1	no
SRR16088410	lineage4.3.3	no
SRR16088411	lineage2.2.1	no
SRR16088412	lineage2.2.1	no
SRR16088413	lineage2.2.1	no
SRR16088415	lineage2.2.1	no
SRR16088416	lineage2.2.1	no
SRR16088418	lineage2.2.1	no
SRR16088423	lineage2.2.1	no
SRR16088425	lineage2.2.1	no
SRR16088427	lineage2.2.1	no
SRR16088430	lineage4.3.3	no
SRR16088431	lineage4.8	no
SRR16088432	lineage2.2.1	no
SRR16088433	lineage4.8	no
SRR16088434	lineage4.8	no
SRR16088435	lineage4.3.3	no
SRR16088436	lineage2.2.1	no
SRR16088437	lineage2.2.1	no
SRR16088438	lineage2.2.1	no
SRR16088439	lineage4.8	no
SRR16088440	lineage4.1.2.1	no
SRR16088441	lineage4.8	no
SRR16088442	lineage4.2.1	no
SRR16088443	lineage2.2.1	no
SRR16088444	lineage2.2.1	no
SRR16088445	lineage2.2.1	no
SRR16088446	lineage4.3.3	no
SRR16088447	lineage4.8	no
SRR16088449	lineage4.2.1	no
SRR16088450	lineage4.8	no
SRR16088451	lineage4.3.3	no
SRR16088452	lineage2.2.1	no
SRR16088453	lineage4.1.2.1	no
SRR16088454	lineage2.2.1	no
SRR16088455	lineage4	no
SRR16088456	lineage2.2.1	no
SRR16088457	lineage4.3.3	no
SRR16088458	lineage4.8	no
SRR16088459	lineage4.8	no
SRR16088460	lineage4.8	no
SRR16088461	lineage2.2.1	no
SRR16088462	lineage2.2.1	no
SRR16088463	lineage2.2.1	no
SRR16088464	lineage2.2.1	no
SRR16088465	lineage2.2.1	no
SRR16088466	lineage4.3.4.2	no
SRR16088467	lineage4.8	no
SRR16088469	lineage2.2.1	no
SRR16088470	lineage2.2.1	no
SRR16088471	lineage2.2.1	no
SRR16088472	lineage4.8	no
SRR16088473	lineage4.1.2.1	no
SRR16088474	lineage4.8	no
SRR16088475	lineage2.2.1	no
SRR16088476	lineage4.8	no
SRR16088477	lineage4.3.3	no
SRR16088479	lineage4.1.2.1	no
SRR16088480	lineage2.2.1	no
SRR16088482	lineage4.2.1.1	no
SRR16088483	lineage4.8	no
SRR16088484	lineage4.1.2.1	no
SRR16088485	lineage2.2.1	no
SRR16088486	lineage4.8	no
SRR16088487	lineage4.2.1.1	no
SRR16088488	lineage4.8	no
SRR16088489	lineage4.3.3	no
SRR16088490	lineage2.2.1	no
SRR16088491	lineage4.1.2.1	no
SRR16088492	lineage4.8	no
SRR16088495	lineage4.8	no
SRR16088496	lineage4.8	no
SRR16088497	lineage2.2.1	no
SRR16088498	lineage4.3.3	no
SRR16088499	lineage4.8	no
SRR16088500	lineage2.2.1	no
SRR16088501	lineage4.3.3	no
SRR16088502	lineage2.2.1	no
SRR16088504	lineage2.2.1	no
SRR16088505	lineage2.2.1	no
SRR16088506	lineage2.2.1	no
SRR16088507	lineage2.2.1	no
SRR16088508	lineage2.2.1	no
SRR16088510	lineage4.3.4.1	no
SRR16088511	lineage4.1.2.1	no
SRR16088512	lineage4.3.3	no
SRR16088514	lineage4.1	no
SRR16088515	lineage4.3.3	no
SRR16088516	lineage4.2.1.1	no
SRR16088519	lineage4.2.1	no
SRR16088520	lineage2.2.1	no
SRR16088521	lineage2.2.1	no
SRR16088522	lineage4.1.2	no
SRR16088523	lineage2.2.1	no
SRR16088524	lineage4.3.3	no
SRR16088525	lineage4.2.1.1	no
SRR16088526	lineage4.3.3	no
SRR16088527	lineage4.3.3	no
SRR16088529	lineage4.3.3	no
SRR16088530	lineage4.3.3	no
SRR16088531	lineage2.2.1	no
SRR16088532	lineage2.2.1	no
SRR16088533	lineage4.2.1	no
SRR16088534	lineage4.3.3	no
SRR16088536	lineage2.2.1	no
SRR16088537	lineage4.8	no
SRR16088538	lineage4.8	no
SRR16088539	lineage2.2.1	no
SRR16088540	lineage4.3.3	no
SRR16088541	lineage2.2.1	no
SRR16088544	lineage4.2.1;lineage2.2.1	yes
SRR16088545	lineage2.2.1	no
SRR16088547	lineage4.2.1.1	no
SRR16088548	lineage2.2.1	no
SRR16088552	lineage2.2.1	no
SRR16088553	lineage2.2.1	no
SRR16088554	lineage4.2.1.1	no
SRR16088555	lineage2.2.1	no
SRR16088556	lineage2.2.1	no
SRR16088557	lineage2.2.1	no
SRR16088558	lineage2.2.1	no
SRR16088559	lineage4.2.1	no
SRR16088560	lineage2.2.1	no
SRR16088561	lineage2.2.1	no
SRR16088562	lineage2.2.1	no
SRR16088563	lineage2.2.1	no
SRR16088564	lineage2.2.1	no
SRR16088565	lineage2.2.1	no
SRR16088566	lineage2.2.1	no
SRR16088567	lineage2.2.1	no
SRR16088568	lineage2.2.1	no
SRR16088569	lineage2.2.1	no
SRR16088570	lineage4.1.2.1	no
SRR16088571	lineage2.2.1	no
SRR16088572	lineage2.2.1	no
SRR16088573	lineage4.1.2.1	no
SRR16088574	lineage4.3.3	no
SRR16088575	lineage2.2.1	no
SRR16088576	lineage4.2.1.1	no
SRR16088577	lineage2.2.1	no
SRR16088580	lineage2.2.1	no
SRR16088581	lineage2.2.1	no
SRR16088582	lineage2.2.1	no
SRR16088583	lineage2.2.1	no
SRR16088584	lineage4.1.2.1	no
SRR16088586	lineage2.2.1	no
SRR16088587	lineage2.2.1	no
SRR16088588	lineage2.2.1	no
SRR16088590	lineage2.2.1	no
SRR16088591	lineage4.1.2.1	no
SRR16088593	lineage4.3.3	no
SRR16088594	lineage4.1.2.1;lineage2.2.1	yes
SRR16088597	lineage2.2.1	no
SRR16088598	lineage4.8	no
SRR16088599	lineage4.8	no
SRR16088600	lineage4.8	no
SRR2062305	NA	NA
SRR2063840	NA	NA
SRR2063842	NA	NA
SRR2063843	NA	NA
SRR2063844	NA	NA
SRR3510602	lineage2.2.1	no
SRR3544716	lineage2.2.1	no
SRR3544717	lineage4.3.3	no
SRR3544718	lineage2.2.1	no
SRR3544719	lineage4.8	no
SRR3544720	lineage4.8	no
SRR3544721	lineage4.8	no
SRR3544722	lineage4.3.3	no
SRR3544723	lineage4.1	no
SRR3544724	lineage2.2.1	no
SRR3544725	lineage2.2.1	no
SRR3544726	lineage2.2.1	no
SRR3544727	lineage2.2.1	no
SRR3544728	lineage2.2.1	no
SRR3544729	lineage2.2.1	no
SRR3544730	lineage2.2.1	no
SRR3544731	lineage4.1.2.1	no
SRR3544732	lineage2.2.1	no
SRR3544733	lineage2.2.1	no
SRR3544734	lineage2.2.1	no
SRR3544735	lineage2.2.1	no
SRR3544736	lineage4.1.2.1	no
SRR3544737	lineage2.2.1	no
SRR3544738	lineage4.1.2.1	no
SRR3544739	lineage2.2.1	no
SRR3544740	lineage4.3.3	no
SRR3544741	lineage2.2.1	no
SRR3544742	lineage4.8	no
SRR3544743	lineage2.2.1	no
SRR3544744	lineage4.1.2.1	no
SRR3544745	lineage2.2.1	no
SRR3544746	lineage2.2.1	no
SRR3544747	lineage2.2.1	no
SRR3544748	lineage2.2.1	no
SRR3544749	lineage2.2.1	no
SRR3544750	lineage4.8	no
SRR3544751	lineage2.2.1	no
SRR3544752	lineage4.1.2.1	no
SRR3742653	lineage2.2.1	no
SRR3742654	lineage2.2.1	no
SRR3742655	lineage2.2.1	no
SRR3742656	lineage2.2.1	no
SRR3742657	lineage2.2	no
SRR3742658	lineage2.2.1.1	no
SRR3742659	lineage2.2.1	no
SRR3742660	lineage2.2.1	no
SRR3742661	lineage2.2.1	no
SRR3742662	lineage2.2.1	no
SRR3742663	lineage2.2.1	no
SRR3742664	lineage2.2.1	no
SRR3742665	NA	NA
SRR3742666	lineage2.2.1	no
SRR3742667	NA	NA
SRR3742668	lineage2.2.1	no
SRR3742669	lineage2.2.1	no
SRR3742670	lineage2.2.1	no
SRR3743189	lineage4.2.1	no
SRR3743199	lineage4.1.2.1	no
SRR3743200	lineage4.4.1.1	no
SRR3743201	lineage4.3.3	no
SRR3743202	lineage4.8	no
SRR3743203	lineage2.2.1	no
SRR3743368	lineage4;lineage2.2.1	yes
SRR3743370	lineage2.2.1	no
SRR3743371	lineage2.2.1	no
SRR3743373	lineage2.2.1	no
SRR3743374	lineage4.1.2.1	no
SRR3743375	lineage2.2.1	no
SRR3743376	lineage4.2.1;lineage2.2.1	yes
SRR3743377	lineage4.2.1	no
SRR3743378	lineage4.2.1	no
SRR3743379	lineage4.2.1	no
SRR3743380	lineage4.3.3	no
SRR3743381	lineage4.2.1	no
SRR3743382	lineage4.2.1	no
SRR3743383	lineage4.2.1	no
SRR3743384	lineage2.2.1	no
SRR3743385	lineage4.2.1	no
SRR3743386	lineage4.2.1	no
SRR3743387	lineage4.8	no
SRR3743388	lineage2.2.1	no
SRR3743389	lineage4.2.1	no
SRR3743390	lineage4.2.1	no
SRR3743391	lineage4.2.1	no
SRR3743392	lineage2.2.1	no
SRR3743393	lineage2.2.1	no
SRR3743394	lineage4.2.1	no
SRR3743395	lineage4.8	no
SRR3743396	lineage4.2.1	no
SRR3743397	lineage2.2.1	no
SRR3743398	lineage4.2.1	no
SRR3743399	lineage2.2.1	no
SRR3743400	lineage2.2.1	no
SRR3743402	lineage4.2.1	no
SRR3743403	lineage4.2.1	no
SRR3743404	lineage2.2.1	no
SRR3743405	lineage4.2.1	no
SRR3743406	lineage2.2.1	no
SRR3743407	lineage2.2.1	no
SRR3743408	lineage4.2.1	no
SRR3743409	lineage2.2.1	no
SRR3743410	lineage2.2.1	no
SRR3743411	lineage2.2.1	no
SRR3743412	lineage4.2.1	no
SRR3743413	lineage4.3.4.1	no
SRR3743414	lineage2.2.1	no
SRR3743415	lineage2.2.1	no
SRR3743416	lineage4.2.1	no
SRR3743433	lineage2.2.1	no
SRR3743434	lineage4.2.1	no
SRR3743435	lineage4.2.1	no
SRR3743436	lineage2.2.1	no
SRR3743437	lineage4.2.1	no
SRR3743438	lineage2.2.1	no
SRR3743449	lineage4.2.1	no
SRR3743450	lineage4.3.3	no
SRR3743457	lineage4.8	no
SRR3743458	lineage4.8	no
SRR3743459	lineage4.2.1	no
SRR3743460	lineage4.2.1	no
SRR3743461	lineage4.2.1	no
SRR3743462	lineage4.2.1	no
SRR3743463	lineage4.1.2.1	no
SRR3743472	lineage4.2.1	no
SRR3743473	lineage2.2.1	no
SRR3743474	lineage2.2.1	no
SRR3743475	lineage2.2.1	no
SRR3743476	lineage4.3.3	no
SRR3743478	lineage4.8	no
SRR3743479	lineage4.2.1	no
SRR3743480	lineage4.2.1	no
SRR3743481	lineage2.2.1	no
SRR3743482	lineage4.2.1.1	no
SRR3743483	lineage4.3.3	no
SRR3743484	lineage4.2.1	no
SRR3743485	lineage4.3.3	no
SRR3743486	lineage4.2.1	no
SRR3743487	lineage2.2.1	no
SRR3743488	lineage2.2.1	no
SRR3743489	lineage2.2.1	no
SRR3743490	lineage2.2.1	no
SRR3743491	lineage4.2.1	no
SRR3743492	lineage2.2.1	no
SRR3743493	lineage4.1.2.1	no
SRR3743494	lineage2.2.1	no
SRR3743495	lineage4.8	no
SRR3743496	lineage4.2.1;lineage2.2	yes
SRR3743497	lineage2.2.1	no
SRR3743498	lineage4.2.1	no
SRR3743499	lineage2.2.1	no
SRR3743500	lineage2.2.1	no
SRR4033087	lineage4.3.2.1	no
SRR4033088	lineage4.3.2.1	no
SRR4033089	lineage2.2.1	no
SRR4033090	lineage4.1.2	no
SRR4033091	lineage4.1.2	no
SRR4033092	lineage4.1.2	no
SRR4033093	lineage4.1.2	no
SRR4033094	lineage4.1.2	no
SRR4033095	lineage4.1.2	no
SRR4033096	lineage4.1.2	no
SRR4033097	lineage4.1.2	no
SRR4033098	lineage4.1.2	no
SRR4033099	lineage4.1.2	no
SRR4033100	lineage2.2.1	no
SRR4033101	lineage4.1.2	no
SRR4033102	lineage4.1.2	no
SRR4033103	lineage4.1.2	no
SRR4033105	lineage4.1.2	no
SRR4033106	lineage4.1.2	no
SRR4033107	lineage4.1.2	no
SRR4033108	lineage4.1.2	no
SRR4033109	lineage4.1.2	no
SRR4033110	lineage4.1.2	no
SRR4033111	lineage4.1.2	no
SRR4033112	lineage2.2.1	no
SRR4033113	lineage4.1.2	no
SRR4033114	lineage4.1.2	no
SRR4033115	lineage4.1.2	no
SRR4033116	lineage4.1.2	no
SRR4033117	lineage4.1.2	no
SRR4033118	lineage4.1.2	no
SRR4033119	lineage4.1.2	no
SRR4033120	lineage4.1.2	no
SRR4033121	lineage4.1.2	no
SRR4033122	lineage4.1.2	no
SRR4033123	lineage2.2.1	no
SRR4033124	lineage4.1.2	no
SRR4033125	lineage4.1.2	no
SRR4033126	lineage4.1.2	no
SRR4033127	lineage4.1.2	no
SRR4033128	lineage4.1.2	no
SRR4033129	lineage4.1.2	no
SRR4033130	lineage4.1.2	no
SRR4033131	lineage4.1.2	no
SRR4033132	lineage4.1.2	no
SRR4033133	lineage4.1.2	no
SRR4033134	lineage2.2.1	no
SRR4033135	lineage4.1.2	no
SRR4033136	lineage4.1.2	no
SRR4033137	lineage4.1.2	no
SRR4033138	lineage4.1.2	no
SRR4033139	lineage4.1.2	no
SRR4033140	lineage4.1.2	no
SRR4033141	lineage4.1.2	no
SRR4033142	lineage4.1.2	no
SRR4033143	lineage4.1.2	no
SRR4033144	lineage4.1.2	no
SRR4033145	lineage2.2.1	no
SRR4033146	lineage4.1.2	no
SRR4033147	lineage4.1.2	no
SRR4033148	lineage4.1.2	no
SRR4033149	lineage4.1.2	no
SRR4033150	lineage4.1.2	no
SRR4033151	lineage4.1.2	no
SRR4033152	lineage2.2.1	no
SRR4033153	lineage2.2.1	no
SRR4033154	lineage2.2.1	no
SRR4033155	lineage2.2.1	no
SRR4033156	lineage2.2.1	no
SRR4033157	lineage2.2.1	no
SRR4033158	lineage2.2.1	no
SRR4033159	lineage2.2.1	no
SRR4033160	lineage2.2.1	no
SRR4033161	lineage2.2.1	no
SRR4033163	lineage2.2.1	no
SRR4033164	lineage2.2.1	no
SRR4033165	lineage2.2.1	no
SRR4033166	lineage2.2.1	no
SRR4033167	lineage2.2.1	no
SRR4033168	lineage2.2.1	no
SRR4033169	lineage2.2.1	no
SRR4033170	lineage2.2.1	no
SRR4033171	lineage2.2.1	no
SRR4033172	lineage2.2.1	no
SRR4033173	lineage2.2.1	no
SRR4033174	lineage2.2.1	no
SRR4033175	lineage2.2.1	no
SRR4033176	lineage2.2.1	no
SRR4033177	lineage2.2.1	no
SRR4033178	lineage2.2.1	no
SRR4033179	lineage2.2.1	no
SRR4033180	lineage2.2.1	no
SRR4033181	lineage2.2.1	no
SRR4033182	lineage2.2.1	no
SRR4033183	lineage2.2.1	no
SRR4033184	lineage2.2.1	no
SRR4033185	lineage2.2.1	no
SRR4033186	lineage2.2.1	no
SRR4033187	lineage2.2.1	no
SRR4033188	lineage2.2.1	no
SRR4033189	lineage2.2.1	no
SRR4033190	lineage4.9	no
SRR4033191	lineage2.2.1	no
SRR4033192	lineage2.2.1	no
SRR4033193	lineage2.2.1	no
SRR4033194	lineage2.2.1	no
SRR4033195	lineage2.2.1	no
SRR4033196	lineage2.2.1	no
SRR4033197	lineage2.2.1	no
SRR4033198	lineage2.2.1	no
SRR4033199	lineage2.2.1	no
SRR4033201	lineage2.2.1	no
SRR4033202	lineage4.3.2.1	no
SRR4033203	lineage4.9	no
SRR4033204	lineage2.2.1	no
SRR4033205	lineage2.2.1	no
SRR4033206	lineage2.2.1	no
SRR4033207	lineage2.2.1	no
SRR4033208	lineage2.2.1	no
SRR4033209	lineage2.2.1	no
SRR4033210	lineage2.2.1	no
SRR4033211	lineage2.2.1	no
SRR4033212	lineage2.2.1	no
SRR4033213	lineage2.2.1	no
SRR4033214	lineage2.2.1	no
SRR4033215	lineage4.8.1	no
SRR4033216	lineage4.8.1	no
SRR4033217	lineage4.8.1	no
SRR4033218	lineage4.8.1	no
SRR4033219	lineage4.8.1	no
SRR4033220	lineage4.8.1	no
SRR4033221	lineage4.8.1	no
SRR4033222	lineage4.8.1	no
SRR4033223	lineage4.8.1	no
SRR4033224	lineage4.8.1	no
SRR4033225	lineage2.2.1	no
SRR4033226	lineage4.8.1	no
SRR4033227	lineage4.8.1	no
SRR4033228	lineage4.8.1	no
SRR4033229	lineage4.8.1	no
SRR4033230	lineage4.8.1	no
SRR4033231	lineage4.8.1	no
SRR4033232	lineage4.8.1	no
SRR4033233	lineage4.8.1	no
SRR4033234	lineage4.8.1	no
SRR4033236	lineage4.8.1	no
SRR4033237	lineage2.2.1	no
SRR4033238	lineage4.8.1	no
SRR4033239	lineage4.8.1	no
SRR4033240	lineage4.8.1	no
SRR4033241	lineage4.8.1	no
SRR4033242	lineage4.8.1	no
SRR4033243	lineage4.8.1	no
SRR4033244	lineage4.8.1	no
SRR4033245	lineage4.8.1	no
SRR4033246	lineage4.8.1	no
SRR4033247	lineage4.8.1	no
SRR4033248	lineage2.2.1	no
SRR4033249	lineage4.8.1	no
SRR4033250	lineage4.8.1	no
SRR4033251	lineage4.8.1	no
SRR4033253	lineage4.8.1	no
SRR4033254	lineage4.8.1	no
SRR4033255	lineage4.8.1	no
SRR4033256	lineage4.8.1	no
SRR4033257	lineage4.8.1	no
SRR4033258	lineage4.8.1;lineage2.2.1	yes
SRR4033259	lineage4.8.1	no
SRR4033260	lineage2.2.1	no
SRR4033261	lineage4.8.1	no
SRR4033262	lineage4.8.1	no
SRR4033263	lineage4.8.1	no
SRR4033264	lineage4.8.1	no
SRR4033265	lineage4.8.1	no
SRR4033266	lineage4.8.1	no
SRR4033267	lineage4.8.1	no
SRR4033268	lineage4.8.1	no
SRR4033269	lineage4.8.1	no
SRR4033270	lineage4.8.1	no
SRR4033271	lineage2.2.1	no
SRR4033272	lineage4.8.1	no
SRR4033273	lineage4.8.1	no
SRR4033274	lineage4.8.1	no
SRR4033275	lineage4.8.1	no
SRR4033277	lineage4.8.1	no
SRR4033278	lineage4.8.1	no
SRR4033279	lineage4.8.1	no
SRR4033280	lineage4.8.1	no
SRR4033281	lineage4.8.1	no
SRR4033282	lineage4.8.1	no
SRR4033283	lineage2.2.1	no
SRR4033284	lineage4.8.1	no
SRR4033285	lineage4.8.1	no
SRR4033286	lineage4.8.1	no
SRR4033287	lineage4.8.1	no
SRR4033288	lineage4.8.1	no
SRR4033289	lineage4.8.1	no
SRR4033290	lineage4.8.1	no
SRR4033291	lineage4.8.1	no
SRR4033292	lineage4.8.1	no
SRR4033293	lineage4.8.1	no
SRR4033294	lineage2.2.1	no
SRR4033295	lineage2.2.1	no
SRR4033296	lineage2.2.1	no
SRR4033297	lineage2.2.1	no
SRR4033298	lineage2.2.1	no
SRR4033299	lineage2.2.1	no
SRR4033300	lineage2.2.1	no
SRR4033301	lineage2.2.1	no
SRR4033302	lineage2.2.1	no
SRR4033303	lineage2.2.1	no
SRR4033304	lineage2.2.1	no
SRR4033305	lineage2.2.1	no
SRR4033306	lineage2.2.1	no
SRR4033307	lineage2.2.1	no
SRR4033308	lineage2.2.1	no
SRR4033310	lineage2.2.1	no
SRR4033311	lineage2.2.1	no
SRR4033312	lineage2.2.1	no
SRR4033313	lineage2.2.1	no
SRR4033314	lineage2.2.1	no
SRR4033315	lineage2.2.1	no
SRR4033316	lineage2.2.1	no
SRR4033317	lineage4.3.2.1	no
SRR4033318	lineage2.2.1	no
SRR4033319	lineage2.2.1	no
SRR4033320	lineage2.2.1	no
SRR4033321	lineage2.2.1	no
SRR4033322	lineage2.2.1	no
SRR4033323	lineage2.2.1	no
SRR4033324	lineage2.2.1	no
SRR4033325	lineage2.2.1	no
SRR4033326	lineage2.2.1	no
SRR4033328	lineage2.2.1	no
SRR4033329	lineage2.2.1	no
SRR4033330	lineage4.4.1.1.1	no
SRR4033331	lineage2.2.1	no
SRR4033332	lineage2.2.1	no
SRR4033333	lineage2.2.1	no
SRR4033334	lineage2.2.1	no
SRR4033335	lineage2.2.1	no
SRR4033336	lineage2.2.1	no
SRR4033337	lineage2.2.1	no
SRR4033338	lineage2.2.1	no
SRR4033339	lineage2.2.1	no
SRR4033340	lineage2.2.1	no
SRR4033341	lineage4.4.1.1.1	no
SRR4033342	lineage2.2.1	no
SRR4033344	lineage2.2.1	no
SRR4033345	lineage2.2.1	no
SRR4033346	lineage2.2.1	no
SRR4033347	lineage2.2.1	no
SRR4033348	lineage2.2.1	no
SRR4033349	lineage2.2.1	no
SRR4033350	lineage2.2.1	no
SRR4033351	lineage2.2.1	no
SRR4033352	lineage2.2.1	no
SRR4033353	lineage4.4.1.1.1	no
SRR4033354	lineage2.2.1	no
SRR4033355	lineage2.2.1	no
SRR4033356	lineage2.2.1	no
SRR4033357	lineage2.2.1	no
SRR4033358	lineage2.2.1	no
SRR4033359	lineage2.2.1	no
SRR4033360	lineage2.2.1	no
SRR4033361	lineage2.2.1	no
SRR4033362	lineage2.2.1	no
SRR4033363	lineage2.2.1	no
SRR4033365	lineage4.4.1.1.1	no
SRR4033366	lineage2.2.1	no
SRR4033367	lineage2.2.1	no
SRR4033368	lineage2.2.1	no
SRR4033369	lineage2.2.1	no
SRR4033370	lineage2.2.1	no
SRR4033371	lineage2.2.1	no
SRR4033372	lineage2.2.1	no
SRR4033373	lineage2.2.1	no
SRR4033374	lineage2.2.1	no
