host_id	isolate_id
b2e8c1f6-30b7-4c35-bd60-c28034a6150a_lineage4.2.1_strain1	SRR7592351
b34b7532-d2e3-4067-8436-296110852f4d_lineage4.2.1_strain1	SRR10380241
b3abe4bd-6971-4f74-be9d-35b6e24945b9_lineage4.2.1_strain1	SRR7653026
b4d237bd-08be-4fe9-ada1-eaaa2f030e91_lineage4.2.1_strain1	SRR10380060
b572511a-6b5e-4aa0-bbde-6a8f67ab7311_lineage4.2.1_strain1	SRR5153877
b6fc73e7-8cad-4e4f-89a3-f2c980bc0584_lineage4.2.1_strain1	SRR10380036
b97ea325-4ad9-4374-ab75-c30b9908485b_lineage4.2.1_strain1	SRR10380107
b9e64336-5180-4675-b158-9921ec5a3de5_lineage4.2.1_strain1	SRR10380226
bd276986-63f1-4616-ba73-920a20b092bd_lineage4.2.1_strain1	SRR13232413
bd946117-748d-4538-981c-cb76effdca77_lineage4.2.1_strain1	SRR5153610
bf64582c-60a1-414c-b941-acb8db6f9343_lineage4.2.1_strain1	SRR10380053
bfd97e38-afc1-4ed1-9efb-f3f29476db76_lineage4.2.1_strain1	SRR16088357
c0a3e142-db49-485e-971d-dcf0b5c80183_lineage4.2.1_strain1	SRR10380039
c17058c2-8314-4938-98bd-1fca8c7bf134_lineage4.2.1_strain1	SRR10525353
c2c016e2-e5f4-4d0a-bbf0-aee2838eed09_lineage4.2.1.1_strain1	SRR1163102
c3064661-42ea-4a6b-a7f5-4f97e1247511_lineage4.2.1.1_strain1	SRR11033658
c3335d5d-fcbd-4427-848b-9aad9c97e35f_lineage4.2.1_strain1	SRR10379998
c3ea87c4-b695-4d15-bfcd-3a8d96ff9af8_lineage4.2.1_strain1	SRR16088442
c7de6ee7-f950-40a2-a72a-8f61fa0549ff_lineage4.2.1_strain1	SRR5153885
cc3f619f-3a4e-4ba6-8bab-c84d2e21ee6a_lineage4.2.1.1_strain1	SRR5153920
cd37d824-8338-465c-ae56-197fd91e8bef_lineage4.2.1_strain1	SRR10379976
cdbdfab3-8ae0-4203-84ad-c23582c673f2_lineage4.2.1_strain1	SRR10379939
cdc3db1d-bf4b-4e40-ac7a-23f53ce7876a_lineage4.2.1.1_strain1	SRR7516417
ce54820c-ce4f-4b8e-ba6d-745394bdad13_lineage4.2.1.1_strain1	SRR16088204
cee6bcbb-9855-48bc-8581-51a8f4c1bb9b_lineage4.2.1.1_strain1	SRR16088363
cfa602d2-13f2-4c87-9452-3eefc6fc7457_lineage4.2.1.1_strain1	SRR5153316
chen2020_115b3d03_lineage4.2.2_strain1	SRR8651657
chen2021_p18_lineage4.2.2_strain1	SRR12062501
clark2013_A70620_lineage4.2.2.2_strain1	ERR038741
d011a08b-3311-4484-afc7-cf3bad85415e_lineage4.2.1_strain1	SRR5153915
d307262b-5742-41c0-8c73-f05ba0a79635_lineage4.2.1_strain1	SRR10380017
d3aec7a1-07b5-41f3-8f7b-9cb5a8eea03e_lineage4.2.1_strain1	SRR10380040
d4a1d7a5-56fa-4625-bea5-af2794a40695_lineage4.2.1_strain1	SRR3743377
d5996e02-f654-40fd-9ee1-cfa1d09b1286_lineage4.2.1.1_strain1	SRR10397202
d5ccbb62-ff07-4905-8bb6-8d1f5537563f_lineage4.2.1_strain1	SRR10379883
d839f3e2-ec31-41a5-8a4d-0fa3fd64c687_lineage4.2.1.1_strain1	SRR16088482
d9014aa2-d1c2-450a-8a68-5fb2305ebab5_lineage4.2.1_strain1	SRR10380109
d91d56ed-d38f-4a03-b694-1bfaba7f574a_lineage4.2.1.1_strain1	SRR16088248
dbc71cdf-8473-460d-b00a-9e9cfe669031_lineage4.2.1.1_strain1	SRR5153257
df750a59-1c81-4d63-8d5c-cdf9013191d8_lineage4.2.1_strain1	SRR6458408
df9107cd-88b5-4958-aaa3-3c365b100016_lineage4.2.1_strain1	SRR16088155
dfa3afee-998e-4a2e-ac1d-00dafef8d660_lineage4.2.1_strain1	SRR3743405
dfada749-86a4-4ff7-93a7-dc3d7bc2de54_lineage4.2.1_strain1	SRR10525365
e0bd67fa-a0d2-4c22-aaa6-5df2ed01df16_lineage4.2.1_strain1	SRR16087939
e0c065c8-8418-4ce4-b49a-39a013dd14a9_lineage4.2.1.1_strain1	SRR16088310
e1e786b6-8863-45c0-b53a-a847098e7d16_lineage4.2.1_strain1	SRR10379942
e245f093-4950-48bf-bf01-2786acbd5337_lineage4.2.1_strain1	SRR16088073
e2adbea3-accf-4626-8608-85fb15c1f947_lineage4.2.1_strain1	SRR5153859
e3a4d689-2022-4829-b104-f785d0b46f92_lineage4.2.1_strain1	SRR10379990
e45c6bb6-ce36-4fda-b09b-9c00a8cd2e2a_lineage4.2.1_strain1	SRR10380167
e5131090-c2ab-467d-8c53-a95830510cc4_lineage4.2.1_strain1	SRR6357008
e5e53f7e-d73f-4da5-ac53-131cf037b747_lineage4.2.1.1_strain1	SRR10380223
e605f9f1-8c54-410f-bb75-fce7147b33a1_lineage4.2.1_strain1	SRR5153827
e634a034-4a26-40e1-8fe0-6968f6ce2638_lineage4.2.1_strain1	SRR3743435
e7addce1-7b2d-4ca1-b29c-32a698a0f095_lineage4.2.1.1_strain1	SRR10397181
e8e9ff33-0fac-4f95-8dbb-da5c07649d7e_lineage4.2.1_strain1	SRR16088533
eaeebed4-13ab-4600-8df4-bd61a3bbf26c_lineage4.2.1_strain1	SRR16088449
ec83d484-23a0-4546-9859-0e182beaba34_lineage4.2.1_strain1	SRR10380081
f177e465-77a6-4653-9010-91bcb8d56992_lineage4.2.1_strain1	SRR3743379
f19485e0-eb2f-4798-b301-900a9988a8e2_lineage4.2.1_strain1	SRR16087993
f283a9ad-19a7-4596-8c67-36f268a1aaff_lineage4.2.1_strain1	SRR10380240
f6117361-8bbb-4dfd-833b-d88979294db6_lineage4.2.1_strain1	SRR10380062
f8b5fecd-1fd9-4ca7-bb94-d192a5bdde04_lineage4.2.1_strain1	SRR5153857
f95296d5-4d92-4e04-a95e-64bb1e54317f_lineage4.2.1_strain1	SRR10380083
f9a27864-b637-4534-b01d-296d01b34532_lineage4.2.1_strain1	SRR3743460
fb3d7ba7-72bb-433b-abb8-daadfca233de_lineage4.2.1_strain1	SRR7592372
fb48ef81-44c5-4efe-8b4d-7a86e330422d_lineage4.2.1_strain1	SRR5153821
fc5ddbf9-4d7b-4d2b-bcc5-3c5137f044f9_lineage4.2.1.1_strain1	SRR16088516
fc69b7fc-ec99-4f50-9fd9-ea6ad1841d74_lineage4.2.1_strain1	SRR11033612
fcf02ad0-746f-4142-ab2c-3512506ee24c_lineage4.2.1_strain1	SRR10379903
ff547d26-d35d-439a-bb50-f77cfa1da0be_lineage4.2.1_strain1	SRR10525350
ff7a52c7-55d7-4773-b668-0ccacd54d8f4_lineage4.2.1_strain1	SRR3743189
nimmo2020_H0193_lineage4.2.2.2_strain1	SRR10315610
UNKNOWN23_lineage4.2.1_strain1	ERR2791546
UNKNOWN26_lineage4.2.1.1_strain1	ERR2791549
UNKNOWN5_lineage4.2.1_strain1	ERR2791562
UNKNOWN8_lineage4.2.1.1_strain1	ERR2791565
walker2013_P000166_lineage4.2.2_strain1	ERR038291
walker2013_P000188_lineage4.2.2_strain1	ERR038292
walker2018b_ 761847_lineage4.2.1_strain1	ERR2516767
walker2018b_ 918435_lineage4.2.1_strain1	ERR2517065
walker2018b_ 979268_lineage4.2.1.1_strain1	ERR2517029
walker2018b_06TB_0007_lineage4.2.1_strain1	ERR2510711
walker2018b_06TB_0022_lineage4.2.1_strain1	ERR2510664
walker2018b_06TB_0031_lineage4.2.1_strain1	ERR2510672
walker2018b_06TB_0036_lineage4.2.1_strain1	ERR2510856
walker2018b_06TB_0058_lineage4.2.1_strain1	ERR2510688
walker2018b_06TB_0062_lineage4.2.2.1_strain1	ERR2510691
walker2018b_06TB_0320_lineage4.2.1_strain1	ERR2510761
walker2018b_06TB_0338_lineage4.2.2.2_strain1	ERR2510779
walker2018b_06TB_0341_lineage4.2.1_strain1	ERR2510782
walker2018b_06TB_0387_lineage4.2.2.2_strain1	ERR2510828
walker2018b_06TB_0392_lineage4.2.1_strain1	ERR2510833
walker2018b_06TB_0401_lineage4.2.2.1_strain1	ERR2510842
walker2018b_06TB_0406_lineage4.2.1_strain1	ERR2510847
walker2018b_06TB_0413_lineage4.2.1_strain1	ERR2510854
walker2018b_06TB_0439_lineage4.2.1_strain1	ERR2510880
walker2018b_06TB_0441_lineage4.2.1.1_strain1	ERR2510882
walker2018b_1042839_lineage4.2.1.1_strain1	ERR2516811
walker2018b_1047686_lineage4.2.1_strain1	ERR2516742
walker2018b_1141820_lineage4.2.1_strain1	ERR2516744
walker2018b_1163561_lineage4.2.2.2_strain1	ERR2516868
walker2018b_1165462_lineage4.2.2.2_strain1	ERR2516962
walker2018b_1275696_lineage4.2.2.2_strain1	ERR2516904
walker2018b_1296319_lineage4.2.2.2_strain1	ERR2517100
walker2018b_1389313_lineage4.2.2.2_strain1	ERR2516944
walker2018b_1432890_lineage4.2.2.2_strain1	ERR2516757
walker2018b_1507530_lineage4.2.2.2_strain1	ERR2516972
walker2018b_1524580_lineage4.2.1_strain1	ERR2516851
walker2018b_1608562_lineage4.2.1_strain1	ERR2516995
walker2018b_ATH_0065-14_lineage4.2.2.2_strain1	ERR2510373
walker2018b_BVH_0008-14_lineage4.2.2.2_strain1	ERR2510419
walker2018b_JHL_0048-14_lineage4.2.2.2_strain1	ERR2510400
walker2018b_JHL_0078-14_lineage4.2.2.2_strain1	ERR2510514
walker2018b_MHL_0061-13_lineage4.2.2.2_strain1	ERR2510306
walker2018b_RIVM_121_lineage4.2.2.2_strain1	ERR2517319
walker2018b_RIVM_185_lineage4.2.2.2_strain1	ERR2517274
walker2018b_RIVM_186_lineage4.2.1.1_strain1	ERR2517161
walker2018b_RIVM_191_lineage4.2.2.1_strain1	ERR2517585
walker2018b_RIVM_194_lineage4.2.2.1_strain1	ERR2517177
walker2018b_RIVM_220_lineage4.2.2.1_strain1	ERR2517356
walker2018b_RIVM_223_lineage4.2.2.2_strain1	ERR2517354
walker2018b_RIVM_269_lineage4.2.2.2_strain1	ERR2517336
walker2018b_RIVM_297_lineage4.2.2.2_strain1	ERR2517611
walker2018b_RIVM_323_lineage4.2.2.2_strain1	ERR2517416
walker2018b_RIVM_340_lineage4.2.2.2_strain1	ERR2517382
walker2018b_RIVM_389_lineage4.2.2_strain1	ERR2517222
walker2018b_RIVM_399_lineage4.2.2.1_strain1	ERR2517427
walker2018b_RIVM_418_lineage4.2.2.2_strain1	ERR2517379
walker2018b_RIVM_419_lineage4.2.1.1_strain1	ERR2517366
walker2018b_RIVM_443_lineage4.2.2.2_strain1	ERR2517568
walker2018b_RIVM_461_lineage4.2.2.1_strain1	ERR2517385
walker2018b_RIVM_477_lineage4.2.2.1_strain1	ERR2517383
walker2018b_RIVM_484_lineage4.2.1_strain1	ERR2517294
walker2018b_RIVM_505_lineage4.2.2_strain1	ERR2517609
walker2018b_RIVM_516_lineage4.2.2.2_strain1	ERR2517639
walker2018b_RIVM_521_lineage4.2.2.2_strain1	ERR2517147
walker2018b_RIVM_538_lineage4.2.2.1_strain1	ERR2517398
walker2018b_RIVM_547_lineage4.2.2.2_strain1	ERR2517569
walker2018b_RIVM_568_lineage4.2.2.2_strain1	ERR2517342
walker2018b_RIVM_86_lineage4.2.2.2_strain1	ERR2517261
walker2018b_RLH_0253-14_lineage4.2.2.2_strain1	ERR2510352
walker2018b_RLH_0345-14_lineage4.2.2_strain1	ERR2510616
walker2018b_SGD_0062-14_lineage4.2.1_strain1	ERR2510538
walker2018b_SSM_0102-14_lineage4.2.1_strain1	ERR2510251
walker2018b_SSM_0151-14_lineage4.2.2.2_strain1	ERR2510527
walker2018b_SSM_0157-14_lineage4.2.2_strain1	ERR2510520
walker2018b_SSM_0161-14_lineage4.2.2.2_strain1	ERR2510579
