host_id	isolate_id
wollenberg2017_103_lineage4.2.1.1_strain1	SRR1163393
wollenberg2017_103_lineage4.2.1.1_strain1	SRR1169079
wollenberg2017_26_lineage4.2.1.1_strain2	SRR1162521
wollenberg2017_26_lineage4.2.1.1_strain2	SRR1181075
wollenberg2017_27_lineage4.2.1.1_strain2	SRR1163347
wollenberg2017_27_lineage4.2.1.1_strain2	SRR1169054
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1162956
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1163422
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1169034
wollenberg2017_75_lineage4.2.1_strain1	SRR1163430
wollenberg2017_75_lineage4.2.1_strain1	SRR1169095
wollenberg2017_82_lineage4.2.1_strain1	SRR1180997
wollenberg2017_87_lineage4.2.1.1_strain1	SRR1163371
wollenberg2017_87_lineage4.2.1.1_strain1	SRR1168991
092ec6ed-51a1-48d2-b140-9403af4bf802_lineage4.2.1_strain1	SRR5163781
1014d30b-99ae-4f65-9dd9-eb53e7f4d37a_lineage4.2.1_strain1	SRR7516459
1274a209-b723-4a76-b945-491d1e9da47f_lineage4.2.1_strain1	SRR6807687
14df23bf-0a02-4767-88f7-ab9b02d7319a_lineage4.2.1.1_strain1	SRR6807670
1bbf3743-855f-4dd1-a719-0a044cd12d4b_lineage4.2.1_strain1	SRR6807732
1cef6c8b-19d2-4161-ab05-d45d30519368_lineage4.2.1_strain1	SRR6807712
1f67461f-b3c3-44bf-a190-059f76a488a2_lineage4.2.1_strain1	SRR6807759
31b5105c-91e1-4d10-bc57-b46f25f4dc95_lineage4.2.1_strain1	SRR10380014
33baf186-5d13-4052-abdd-48eafaa46f00_lineage4.2.1_strain1	SRR6807684
34339efd-24b8-44c7-8f7f-321a80b28577_lineage4.2.1_strain1	SRR3743398
3aa13b89-9c43-405a-bcd4-94cf1703c3f3_lineage4.2.1_strain1	SRR6807689
3fc8fa2b-ca48-47db-83ee-e1af7e78058e_lineage4.2.1_strain1	SRR6807736
4825f078-70c5-42bf-ab5a-cfdaeb784a71_lineage4.2.1_strain1	SRR6807716
49228d5b-1745-49ee-8960-c5c861a21db3_lineage4.2.1_strain1	SRR10380166
4a359c8e-be74-4f42-accc-99e3208cec6b_lineage4.2.1_strain1	SRR10379877
4ec79465-c741-4ff1-8c58-c58aa0b6e6e9_lineage4.2.1.1_strain1	SRR10379901
504c54c5-3734-4151-a859-21d6dc725e24_lineage4.2.1_strain1	SRR10379955
56758781-119a-40e1-907b-98a118836cf1_lineage4.2.1_strain1	SRR6807692
56f15132-4a86-49da-ae0e-fcbcbc5f6d27_lineage4.2.1_strain1	SRR6807757
5b517fef-a274-4e52-8401-e52c7ea4b4c8_lineage4.2.1_strain1	SRR10380052
65d72352-4db4-4b29-9368-9047690a5e7b_lineage4.2.1_strain1	SRR10380071
69abafe6-82df-4f6b-ae05-8365d8acf565_lineage4.2.1_strain1	SRR6807702
6caff9be-7741-48bb-9281-1786a56ff6f4_lineage4.2.1_strain1	SRR6807742
6e2adddd-f9c1-492c-9a57-b4de0d39be69_lineage4.2.1_strain1	SRR6807711
71c5d846-a0b3-491e-aa87-75ce6d96bce7_lineage4.2.1_strain1	SRR10379949
7777b9bd-edf4-454b-847d-622186963cb1_lineage4.2.1_strain1	SRR10379913
789f1880-7525-4189-b702-455b1c00feb2_lineage4.2.1_strain1	SRR10380003
802e5a96-d20b-43c9-912f-7ec9f50e8b78_lineage4.2.1_strain1	SRR10380148
890d2225-30ce-43c0-baf6-58983e9db27b_lineage4.2.1_strain1	SRR10380097
894f8d48-9835-488e-9c13-03fafa5c6649_lineage4.2.1_strain1	SRR16088376
92c91227-a874-4886-99be-c62df8fd2058_lineage4.2.1.1_strain1	SRR10380091
ac048c9d-10b0-49ce-a993-faa9145f25f9_lineage4.2.1.1_strain1	SRR10380059
b86d252a-20da-42e1-aebb-c27e4092b0b1_lineage4.2.1_strain1	SRR5153835
b9b9a0bf-15e0-4c10-8d0c-35f6675ea806_lineage4.2.1_strain1	SRR10380161
b9d640db-3546-496c-862d-21e79d78d419_lineage4.2.1_strain1	SRR10380010
ba7ab977-d478-4526-8828-22d63e53fe99_lineage4.2.1_strain1	SRR6807714
baca1a2e-398a-421d-9a54-4b4b601ccf11_lineage4.2.1_strain1	SRR10379957
bec56f16-a5f3-4338-b978-995aec3fd6c9_lineage4.2.1_strain1	SRR10380120
c0d820fa-74d9-4ba2-b05a-e0887624f833_lineage4.2.1_strain1	SRR10380005
c4d50463-a287-4bc0-b507-2f48ee59f68a_lineage4.2.1_strain1	SRR6807718
c6675e25-7550-4510-ae77-b3b3ec953492_lineage4.2.1_strain1	SRR6807713
c961232e-393d-4e77-8ef4-b9eaf4bbd03f_lineage4.2.1.1_strain1	SRR10380252
caa05a98-db7a-46be-a395-cdfb53d50a16_lineage4.2.1_strain1	SRR10380253
ce93e57c-1707-42f1-a523-a2a68df22c36_lineage4.2.1_strain1	SRR6807690
d424acd0-9572-4fb4-931b-6672a4e3332b_lineage4.2.1_strain1	SRR5153860
da97a593-c231-49d7-80f4-ae21f3292de8_lineage4.2.1_strain1	SRR6807755
dfc45eb5-5488-4ccb-aab9-39c22453a791_lineage4.2.1_strain1	SRR10379890
e2949f4d-929b-42a1-b470-1ea25f1d4f59_lineage4.2.1_strain1	SRR3743396
ea5f96dc-c56e-4ca4-ba72-b70e6f0e2185_lineage4.2.1_strain1	SRR3743389
eac4fbf3-6270-4305-ac40-67a3aeed707d_lineage4.2.1_strain1	SRR10380122
eb3fe5b1-165a-4ece-a5d1-09c55f86377d_lineage4.2.1_strain1	SRR10379917
eb8e3a29-2b24-4f8a-858c-25d6cc9aaf61_lineage4.2.1.1_strain1	SRR10380154
ebd165c7-a87a-4e42-bdea-dad8f5ddb27c_lineage4.2.1.1_strain1	SRR5153881
f20f347e-0ab8-4b27-b7ff-cf31accf57ad_lineage4.2.1_strain1	SRR5153910
f5ccfdc0-74fe-4c9d-913e-27c80d10fafe_lineage4.2.1_strain1	SRR6807694
f788a073-6179-4af7-8706-31ecefdf4516_lineage4.2.1_strain1	SRR3743381
f836de48-31e2-4a39-ae66-cab9ef6a8f0e_lineage4.2.1_strain1	SRR6807679
hu2021_ADR17_lineage4.2.2_strain1	SRR13423567
liu2020_F_lineage4.2.2_strain1	ERR3561760
walker2013_P000156_lineage4.2.2_strain1	ERR072095
walker2018b_1240396_lineage4.2.2.2_strain1	ERR2517069
walker2018b_1465205_lineage4.2.2_strain1	ERR2516924
wollenberg2017_103_lineage4.2.1.1_strain1	SRR1172200
wollenberg2017_26_lineage4.2.1.1_strain2	SRR1181288
wollenberg2017_27_lineage4.2.1.1_strain2	SRR1172184
wollenberg2017_51_lineage4.2.1.1_strain1	SRR1172455
wollenberg2017_75_lineage4.2.1_strain1	SRR1172100
wollenberg2017_82_lineage4.2.1_strain1	SRR1181126
wollenberg2017_87_lineage4.2.1.1_strain1	SRR1172224
00748d3e-4777-4d38-b649-be5db14934a3_lineage4.2.1_strain1	SRR10379906
0151bb49-a399-467c-932b-959628d0afc7_lineage4.2.1.1_strain1	SRR16087995
035753c7-f745-46ed-9f9c-78caabdc4475_lineage4.2.1.1_strain1	SRR16088394
03cdb061-5452-473f-bcf9-ebc4336304f9_lineage4.2.1.1_strain1	SRR1159310
047003c0-9866-41c6-ad91-c4d61eca434e_lineage4.2.1.1_strain1	SRR16088576
04bd10a5-bd17-4e65-85f0-a8f27f2b073d_lineage4.2.1_strain1	SRR11033618
05a27cc2-40c4-4d50-ad14-440a8b2a5f02_lineage4.2.1.1_strain1	SRR16088233
05be0f1a-777c-400e-b019-99daa0daac6c_lineage4.2.1_strain1	SRR3743434
077e2719-45d3-4b59-8c18-3c7c80e4ea67_lineage4.2.1_strain1	SRR9738546
096355b6-8478-4bbb-9663-771440a2b053_lineage4.2.1.1_strain1	SRR16088547
0a7f620b-b830-4a81-ba37-65affd724493_lineage4.2.1_strain1	SRR5153882
0acbd214-f564-4209-872e-ccd56a3eeb8a_lineage4.2.1_strain1	SRR10397254
0cc6bfbf-3cce-4ef9-b486-c20ea64047ce_lineage4.2.1_strain1	SRR10380213
0ec1aa09-dc89-46f3-84fa-c845ef6e03b5_lineage4.2.1.1_strain1	SRR10380001
0ed3bfa7-4b3d-43f8-a1dc-18abe88f8367_lineage4.2.1.1_strain1	SRR10380144
0fe91d7a-d26d-4ee3-a0b5-10e26a0fb4a4_lineage4.2.2_strain1	SRR11033613
124932c6-b0e2-4095-83f2-23e351a7917a_lineage4.2.1.1_strain1	SRR16088197
128986fa-e19a-461e-b494-bdbe0f580fdd_lineage4.2.1_strain1	SRR10397257
135bd185-a376-4d1b-9810-899e56ca9ebb_lineage4.2.1_strain1	SRR5153929
142fbcf9-2d94-4b7a-be2d-e8fcf6724751_lineage4.2.1.1_strain1	SRR11033653
1606b17a-9009-4a63-9527-27d1123f1e0d_lineage4.2.1_strain1	SRR10380138
1aadc29a-cf0b-4719-978c-5f1621bdb613_lineage4.2.1_strain1	SRR13232590
1bdccaf2-ab7c-4a74-9e8a-3a8adf3bfe69_lineage4.2.1.1_strain1	SRR11033764
1beb54eb-5549-40f6-bd3a-e871bf26debb_lineage4.2.1_strain1	SRR16088021
1ea02b31-357d-483a-b427-251233687fd0_lineage4.2.1_strain1	SRR5153878
210e0355-99f1-48d7-acc3-4a5ae0f43c90_lineage4.2.1_strain1	SRR3743462
2205a81b-9e15-427b-8af1-fb5ab5dfca5d_lineage4.2.1_strain1	SRR5153832
2244aa0f-66e6-4277-bd20-8b4eae09778b_lineage4.2.1.1_strain1	SRR16087878
233838b4-0767-4e84-b8aa-2aad4f0f7e86_lineage4.2.1_strain1	SRR3743408
2354cd88-5450-49fa-9d49-b7e918c01ae7_lineage4.2.1_strain1	SRR6807683
23654e33-41a3-476e-8426-9666d69155c6_lineage4.2.1_strain1	SRR10379928
23abfc20-bd8f-4d2c-a6bb-7709c15b724f_lineage4.2.1_strain1	SRR5153823
26c178ab-7e87-4fe0-898c-33c597a7d736_lineage4.2.1_strain1	SRR5153075
28bb6931-0fd7-496c-9e06-f65d953e33db_lineage4.2.1_strain1	SRR10379972
2959abc4-e275-4de2-afdc-b99fac983320_lineage4.2.1_strain1	SRR10397230
2a76478a-1faf-49fc-9726-6d8b287bfa7e_lineage4.2.1_strain1	SRR7592385
2c843468-3aa4-4c87-8cd6-a574f3491d66_lineage4.2.1_strain1	SRR5486876
2d49725d-a426-4a4b-824b-c933fd5f8123_lineage4.2.1_strain1	SRR5153817
2f60c5b9-cadc-4fd3-a8d5-cbde54e2102c_lineage4.2.1_strain1	SRR10380130
305c23c0-0e93-4000-bbf3-b8cb117513a1_lineage4.2.1.1_strain1	SRR16087911
33580d24-57e0-4e1a-bdb7-2c6731402e46_lineage4.2.1_strain1	SRR7652996
35eaf44a-3bcb-4430-b77b-127e62ec67af_lineage4.2.1.1_strain1	SRR5153811
38064f5c-35fd-4e89-a91c-72a42434038e_lineage4.2.1_strain1	SRR3743383
38f4bc6b-df4e-4f87-bb5c-46f9ed304867_lineage4.2.1.1_strain1	SRR16088139
3a547397-76cf-408b-b9cd-f7b2a1b1bc27_lineage4.2.1_strain1	SRR1159180
3b30ed3d-2ac7-4ce6-b311-d5c11eff5b36_lineage4.2.1.1_strain1	SRR16088133
3ba2c5d1-a6f8-41d7-a9f4-5e73638b4cab_lineage4.2.1.1_strain1	SRR10397215
3da5c8c1-2830-45b4-985b-2ef3677336fd_lineage4.2.1_strain1	SRR10380094
3e530eab-75c1-47ac-9631-bda32d77c71a_lineage4.2.1_strain1	SRR7655470
3ef4df59-6e0a-4820-aefd-da53c68b451b_lineage4.2.1_strain1	SRR6356948
3f670a4c-3c2a-4c58-80d5-b82ea9fe3b8a_lineage4.2.2_strain1	SRR5153084
3f902c67-555c-4c2a-8ede-e3a8cd1cd4c6_lineage4.2.1_strain1	SRR11033762
3fa7cbc8-9252-4614-8bbf-288ef3186075_lineage4.2.1_strain1	SRR10379971
3fadea23-6685-4137-bea8-128f3e034168_lineage4.2.1_strain1	SRR16088215
4080ba48-6037-4f49-92e4-6b68ae15ef88_lineage4.2.1.1_strain1	SRR1163105
414157f0-addf-4aec-81b7-6e5b007a2c13_lineage4.2.1_strain1	SRR10379941
41432ce6-900f-40ff-a5c3-fc0d82a664bf_lineage4.2.1_strain1	SRR5153903
41568ce0-c226-4928-bfbd-35bf97b8556f_lineage4.2.1_strain1	SRR13232554
41605ecd-8fd7-4e62-b32a-11ca407d0919_lineage4.2.1.1_strain1	SRR16088387
42364989-000f-465c-808c-67d833064a66_lineage4.2.1.1_strain1	SRR6458459
43c35606-9eeb-4532-99da-41e2c8357f81_lineage4.2.1_strain1	SRR5153615
43c9148a-31ed-4ff2-8187-8c85f87c395c_lineage4.2.1_strain1	SRR10379950
444aa3d0-fd40-486b-abe3-0bf31029062a_lineage4.2.1_strain1	SRR3743412
466d14eb-cb4c-4128-ab18-659e86d4df5b_lineage4.2.1_strain1	SRR5153888
4797236b-63d9-496a-96ed-c07d5cb5364c_lineage4.2.1_strain1	SRR5153887
47cca0f4-da69-48ea-8138-003756d85872_lineage4.2.1_strain1	SRR10380076
4807388d-3200-465d-9493-58ae6ca7763b_lineage4.2.1_strain1	SRR10380051
4911e1b9-0fd7-45ee-8ecc-6a06f9deb6d8_lineage4.2.2_strain1	SRR16088020
495f31a9-e0c8-465e-bde6-401c42665585_lineage4.2.1_strain1	SRR10379899
49ad6412-f806-44fb-9feb-dabc9d17598f_lineage4.2.1_strain1	SRR10380035
4ad9d193-d769-4deb-abca-b4b1bfbaf286_lineage4.2.1.1_strain1	SRR10303305
4c1120c5-39c0-45e7-ac0e-e5b27d60e3d0_lineage4.2.1_strain1	SRR10380034
4c4d4751-19a9-429d-b451-95ab0cb87c18_lineage4.2.1.1_strain1	SRR10379951
4d149bea-c049-4975-848d-90269c8303f9_lineage4.2.1_strain1	SRR7516400
4f69ae00-75d4-4c12-8b16-dd6feb1c11e6_lineage4.2.1.1_strain1	SRR16088231
512b3b92-d600-423b-bb14-41b022e2d1c2_lineage4.2.1.1_strain1	SRR16088311
518a37ef-42b0-4bac-8e39-174e980eba0b_lineage4.2.1_strain1	SRR16088559
541bdff8-613e-45e7-86ab-13d893a7ae56_lineage4.2.1_strain1	SRR10380093
55012fca-60a5-4599-b152-3a996a968ea6_lineage4.2.1_strain1	SRR10380245
55a4e250-8b98-47a9-a19f-c22b9d266ace_lineage4.2.1_strain1	SRR10525354
5672602f-2973-4ef6-a962-67324e3bb780_lineage4.2.1_strain1	SRR11033763
58dda064-e815-4ecf-86e0-7b88b1af05e0_lineage4.2.1.1_strain1	SRR16088247
5a2836e6-c448-445a-9d97-0a46081468b1_lineage4.2.1_strain1	SRR3743449
5b593e6b-4a38-426a-bf10-78696abe0919_lineage4.2.1_strain1	SRR16088519
5c49a150-acc7-4ce1-882e-94c0ab99cb7c_lineage4.2.1.1_strain1	SRR5153219
5f618fd7-59e2-496d-a52d-fea4471e2d50_lineage4.2.1_strain1	SRR13232424
639e4ad5-0188-4522-98a5-7b630844b343_lineage4.2.1_strain1	SRR10380086
64c374aa-47ff-45e2-99f0-a2d62d5b01e3_lineage4.2.1_strain1	SRR10380072
64e0d56c-3c2d-4cad-a7a1-2deb68491d63_lineage4.2.1.1_strain1	SRR10380228
64e300f4-69d7-49e3-ab4a-7386483a8af8_lineage4.2.1_strain1	SRR10397218
69300c50-9803-4ac7-8da1-403504d6f6e6_lineage4.2.1_strain1	SRR5153719
6caf041d-0af1-410a-96c9-051005f64688_lineage4.2.1_strain1	SRR5153824
6e381122-c8fe-4c21-9413-a4b597edc98f_lineage4.2.1_strain1	SRR11033609
70717198-4b32-4687-aa53-a803224b33f4_lineage4.2.1_strain1	SRR10380192
70feedeb-a2ef-4a0f-aa3f-4fcf8c64261b_lineage4.2.1.1_strain1	SRR6356949
73b3f09b-e085-4db8-b03c-9697217effc8_lineage4.2.1.1_strain1	SRR16088365
758675c4-4607-47d5-a548-cf418173e358_lineage4.2.1_strain1	SRR5153230
7638a253-8b8f-46d2-87d5-2a085d6aa7e9_lineage4.2.1_strain1	SRR10380095
774364e6-aa90-4b04-8a12-dd00091bf075_lineage4.2.1_strain1	SRR10380080
7877bbaf-0cb8-40a2-bee4-ebbfa70bb04a_lineage4.2.1_strain1	SRR5153333
79304453-30c1-4bc6-a4d9-06cd32707fbc_lineage4.2.1_strain1	SRR16088136
7b5d9768-f750-4f4e-a3ff-9778d70ff80c_lineage4.2.1_strain1	SRR16088272
7db3a682-1b1d-4189-a631-64636af443f1_lineage4.2.1_strain1	SRR10525341
7dd5cab0-e52f-4644-a174-adb830c2e0ff_lineage4.2.1_strain1	SRR10379896
7f3183a9-20fd-4fe3-90a2-b3563570030f_lineage4.2.1_strain1	SRR5153849
80118317-82ec-4eb5-91bd-1314717bc18f_lineage4.2.1_strain1	SRR11033597
810e7503-3136-448a-9439-80873e991eb7_lineage4.2.1_strain1	SRR10380056
82e83a1c-7cd5-4aea-83a8-c8bf4c2038a8_lineage4.2.1_strain1	SRR3743461
83fc4462-586a-47e5-8cda-13f313009ce0_lineage4.2.1_strain1	SRR10379966
83ffc803-3692-493d-9d23-7e96cf673559_lineage4.2.1_strain1	SRR10380057
8817bb77-b5e5-42c4-b4d4-c688d20964a2_lineage4.2.1_strain1	SRR9738492
8a4d2889-204b-4862-8041-e72a8f97e27f_lineage4.2.1.1_strain1	SRR16088487
8caea1ca-2c91-40c7-9537-6a02774037ff_lineage4.2.1_strain1	SRR10380077
8cd51889-e817-4070-bcaf-b62163620089_lineage4.2.1.1_strain1	SRR16088345
8d747333-d75c-4c07-8662-b2cd3b66a6ae_lineage4.2.1_strain1	SRR3743416
8d7ad25f-1cc7-4c9a-9776-8c0b737085bd_lineage4.2.1_strain1	SRR10380098
8de58776-e9aa-406a-ac98-0bcb1b5f7eef_lineage4.2.1_strain1	SRR16088238
90eae5f2-b05c-4296-9cd1-966ef7516348_lineage4.2.1_strain1	SRR16087984
93471d5b-7a4d-4c03-9284-fa6547284250_lineage4.2.1_strain1	SRR16087962
9356b9aa-0c09-47c7-a57f-0b5fa7aecfda_lineage4.2.1_strain1	SRR10379933
9384feba-8a9d-4740-b316-5d2560035b73_lineage4.2.1_strain1	SRR7592352
98d760ef-d289-435a-83b8-73fdb414aaa5_lineage4.2.1_strain1	SRR10380206
9960049e-bfea-458d-9fa5-7d688d46f3c9_lineage4.2.1_strain1	SRR11033611
99898ae7-88d8-48bf-b375-029fc363214b_lineage4.2.1.1_strain1	SRR16087978
9afd53c1-0ac0-4d8d-9e72-f8f882708cdb_lineage4.2.1_strain1	SRR16088305
9c89ff4f-394e-403e-b38c-497f46e6040d_lineage4.2.1_strain1	SRR9738477
9d46cde3-e947-4082-8f48-c293c43c57af_lineage4.2.1.1_strain1	SRR16088202
9d96850e-508a-40df-b700-75381bc31432_lineage4.2.1_strain1	SRR16088100
9e7027fd-5fc3-47e8-a096-35218d2f6a9d_lineage4.2.1.1_strain1	SRR16088554
9edabdef-ddc2-4673-b082-e6725a559294_lineage4.2.1_strain1	SRR5153902
9efcac2f-1b10-47b3-8d5f-eda68b30ac88_lineage4.2.1_strain1	SRR16088142
9f3deccf-4271-4ed5-8e0d-30b591cc60f9_lineage4.2.1_strain1	SRR1163302
a081ee6f-0c0c-45c7-9a35-910339768d3a_lineage4.2.2_strain1	SRR5153604
a2995acb-c30b-4444-a0ce-e183abe88adb_lineage4.2.1_strain1	SRR10380079
a3fa7544-a206-43cc-884f-be6dd7df121d_lineage4.2.1.1_strain1	SRR13232441
a5baac6f-99fe-4c11-87a3-06e4ac66e0b5_lineage4.2.1_strain1	SRR10379944
a5c1f81b-d2fa-4969-8fa0-c36ba9224f0a_lineage4.2.1_strain1	SRR11033659
a76de7e7-b41c-4eab-9393-2bf3f30d9abc_lineage4.2.1_strain1	SRR7592337
aa144e14-41e3-49cf-b2f5-b66f5aacf662_lineage4.2.1_strain1	SRR7655465
abfe6a4c-efe4-4548-a6d2-ee8e3b334a6a_lineage4.2.1_strain1	SRR9738500
ad43567b-ed84-4e7f-94a9-227c5c3326fc_lineage4.2.1.1_strain1	SRR3743482
b16d93fa-852c-4bbe-a056-4c841945b4e7_lineage4.2.1.1_strain1	SRR16088379
b27f7036-0131-4d47-a865-133cadc040a2_lineage4.2.1.1_strain1	SRR16088525
b28e382c-9be3-4c25-b0bd-f0dff00fdefa_lineage4.2.1_strain1	SRR16088127
