host_id	isolate_id
63e985d9-2604-4c90-925c-eb7731a63e7d_lineage4.8_strain1	SRR16088276
6458e611-fbc6-4f86-91ff-1359a6aacda5_lineage4.8_strain1	SRR3544719
64a1f825-5cdd-4b74-9dcd-24dba3419ac4_lineage4.8_strain1	SRR16088002
659d9c81-5598-4711-ae99-60e08b5d6d34_lineage4.8_strain1	SRR11033656
6665598b-a302-4224-badd-b35dfb33e6f7_lineage4.8_strain1	SRR16088236
66963ce3-d6f7-4e2f-9a85-85373e88af21_lineage4.8_strain1	SRR7516365
67bd4475-d53e-41b4-8d6f-3a5b0cd44e70_lineage4.8_strain1	SRR9738495
68aa35d5-2acd-4d62-aaf5-8cd574345eee_lineage4.8_strain1	SRR11033605
69270baa-adb2-448d-9c0d-52c6882c33f7_lineage4.8_strain1	SRR11033774
6970463e-b0e0-4778-9a86-03aaf81ff872_lineage4.8_strain1	SRR9738494
6a3ceb2a-0651-4b66-9b00-156d15c8ccfe_lineage4.8_strain1	SRR7592327
6b09d534-ce07-4ed9-830d-adeb234a302c_lineage4.8_strain1	SRR5486897
6b46bc1c-f609-461d-8d1e-50cee369e273_lineage4.8_strain1	SRR16088226
6b86db36-49c7-47b2-9339-6b25ab2ad8d3_lineage4.8_strain1	SRR13232443
6b99b692-20ae-41ad-85e8-e98b6dc82cc0_lineage4.8_strain1	SRR11033627
6c69937f-e303-4156-a384-fc2dccff4ea8_lineage4.8_strain1	SRR5486900
6dc70123-a4e9-491f-9e11-d27222f75971_lineage4.8_strain1	SRR16088128
6e0ccf31-1927-4763-85ad-09cd0c35e118_lineage4.8_strain1	SRR16088110
6f1bb44d-4be4-406b-81b7-dc7db4a9cc44_lineage4.8_strain1	SRR3743395
707a4410-8d83-4ed6-99b1-807e5217cc6b_lineage4.8_strain1	SRR9738481
70e4d9e0-9765-470c-9d24-c1551dfc50c6_lineage4.8_strain1	SRR16088600
71ffbed9-e04d-40c8-aae8-22f9bb37d792_lineage4.8_strain1	SRR5153319
721024f3-6cfc-45fa-a88b-421d7ae989be_lineage4.8_strain1	SRR5486903
72342e50-9f37-43c7-add8-b16b6b7eb77e_lineage4.8_strain1	SRR9738505
72489dbe-f112-4d6e-845b-567e78087772_lineage4.8_strain1	SRR10380193
73a3b625-84dc-4678-9103-a40cf47f5378_lineage4.8_strain1	SRR10525352
7432110e-8e04-419e-b438-037c125c4a1e_lineage4.8_strain1	SRR13232638
751b5efa-1b51-479c-96fa-8cee24de99d4_lineage4.8_strain1	SRR10525319
75837a55-86ae-4966-9520-bfdffd18a9d9_lineage4.8_strain1	SRR5152915
767c0e03-7891-43cf-857d-ccce295549d1_lineage4.8_strain1	SRR10380055
76ab1539-b06d-4272-a34b-9deddcc7fa91_lineage4.8_strain1	SRR3743387
77a94d93-a715-44ee-aa44-b25b04100b09_lineage4.8_strain1	SRR1159261
78c64c9b-cc29-44a9-a530-438e50b9a09b_lineage4.8_strain1	SRR5486891
79bf51ab-76ea-4bab-a3ab-bef40f1b618e_lineage4.8_strain1	SRR16088439
79eaca05-8b38-4443-8eee-6b11c650eacc_lineage4.8_strain1	SRR7516318
7a1b0b9d-a655-4b47-9eb9-893f418fec66_lineage4.8_strain1	SRR16088278
7a28c44a-2f5b-4189-b327-f99d48fed273_lineage4.8_strain1	SRR16088431
7ab707fb-af85-4582-9341-30973a4ce536_lineage4.8_strain1	SRR10525349
7afc72b7-163c-40b5-acba-cc2532a275ec_lineage4.8_strain1	SRR10380141
7c9942ed-407f-480f-8b44-a34b39c573ab_lineage4.8_strain1	SRR5153194
7d99ac03-f997-4b69-9fcd-b589bef529ac_lineage4.8_strain1	SRR5153077
7f360a9a-03c2-4852-bc0f-c04d6255fffa_lineage4.8_strain1	SRR6356936
7f9a094a-7d89-4035-8311-a6161f137c97_lineage4.8_strain1	SRR16088227
803884b3-00ec-4fdb-a6c0-76f6780a7733_lineage4.8_strain1	SRR9738530
8087b257-1afa-4195-9fd7-4219eb306c08_lineage4.8_strain1	SRR7516434
80e02047-4ee7-47f7-876d-327e5f2b6eee_lineage4.8_strain1	SRR16088486
8125c2ab-b847-43e8-b9fc-a75a8269391d_lineage4.8_strain1	SRR13232633
8175ae29-0c3d-457a-8e50-7728f8e5e266_lineage4.8_strain1	SRR7592378
81cb264f-197a-4ae6-971c-98ba519ab1a0_lineage4.8_strain1	SRR11033671
82c8c201-f3a4-438b-9382-93a9e2952926_lineage4.8_strain1	SRR3743457
82d4d299-3aa1-47aa-8c9f-3c82a28b2475_lineage4.8_strain1	SRR16088356
8356ec93-fb3d-4058-bb57-c13943454dad_lineage4.8_strain1	SRR16088075
83cc89c7-94ce-4f19-bbb0-cd4a63cb7710_lineage4.8_strain1	SRR9738493
871adfda-041f-4573-b0d3-28c9e1c899dc_lineage4.8_strain1	SRR5153213
87335855-8c4a-48ed-92d9-38eddf624343_lineage4.8_strain1	SRR16088253
876387e7-8957-45e9-8972-ba679822f1ab_lineage4.8_strain1	SRR16088370
87c8ac30-fd16-4824-8d95-ccd2719a6eec_lineage4.8_strain1	SRR16088113
8861cd17-45e8-43b7-bf5d-7913c775dd95_lineage4.8_strain1	SRR3743478
895ea9eb-a684-4e80-a509-c50f876c3b5d_lineage4.8_strain1	SRR16088369
89635467-3516-4f55-af09-079ccc986b40_lineage4.8_strain1	SRR7654036
8bdb4675-a6e0-4ab5-bd6b-9468ede6887f_lineage4.8_strain1	SRR16088393
8c119fc4-7c97-4c05-9905-255f1f5eb82c_lineage4.8_strain1	SRR10380239
8ca5421c-214c-4906-9f6a-b1aa3a833c78_lineage4.8_strain1	SRR11033594
8cd9c811-4f8c-4439-9b70-b8a28d060fb8_lineage4.8_strain1	SRR10397196
8ce8340b-8739-4781-89c6-9c25ebca96d9_lineage4.8_strain1	SRR16088364
8d72083b-cd3e-49e2-920b-936942c14cd3_lineage4.8_strain1	SRR16088261
8df55c92-ec07-4104-a6e4-8139d73a22af_lineage4.8_strain1	SRR16088293
8ed895b6-74d9-40de-8658-a87c96388421_lineage4.8_strain1	SRR11033712
90b8516a-6d1c-4088-acfb-8b6c5d1ac0f5_lineage4.8_strain1	SRR11033635
90d69ef6-9ebe-4fa7-b9d4-b4bdcb5b97ce_lineage4.8_strain1	SRR11033714
90f7b590-17bb-4118-889b-8c2f09f6e810_lineage4.8_strain1	SRR10380146
91d2fd93-8a1b-4707-91e8-7066287697ba_lineage4.8_strain1	SRR16088010
936734b3-58b0-44a3-a265-46efa7642d65_lineage4.8_strain1	SRR16087974
95a70ae9-febe-408e-810a-0e62215966dc_lineage4.8_strain1	SRR11033637
96f8278a-981b-48ff-87d8-7e99dd599cd2_lineage4.8_strain1	SRR16088450
9817b391-0e29-40f8-8682-e5ba4d801f0c_lineage4.8_strain1	SRR7592322
98f36cbe-f1cd-456e-b516-a5b586157a8f_lineage4.8_strain1	SRR16088104
9b7ec6ab-8a25-492b-a525-eec1dc2ec497_lineage4.8_strain1	SRR11033702
9b988c3c-5a1e-45b9-b8eb-eaff2f818ae9_lineage4.8_strain1	SRR9738551
9c61ec50-4029-44fc-a6a4-e6ffc46ecf3d_lineage4.8_strain1	SRR5486886
9cb59238-f78a-4977-8456-22fb87307a2d_lineage4.8_strain1	SRR16088211
9d6a9731-d114-4a95-92df-b63eac3bcfa3_lineage4.8_strain1	SRR9738532
9da484ff-0c2c-4d02-af9c-5c50f8665a35_lineage4.8_strain1	SRR16088027
9e55b214-42d4-496f-9e60-7a50a63cd4ff_lineage4.8_strain1	SRR16088282
9fd575fa-844f-439a-8c39-6e74c6436e21_lineage4.8_strain1	SRR16088433
a0768ddb-4659-47ef-b65d-e2c15ede3066_lineage4.8_strain1	SRR5153095
a25fffd8-1ab7-4a7d-a7a0-abc327d8944d_lineage4.8_strain1	SRR16088441
a42141f3-244b-454d-a22d-d693b305b7c5_lineage4.8_strain1	SRR7592339
a4287c94-94be-42bd-a357-ffbce33759a6_lineage4.8_strain1	SRR16087985
a47b0650-08a1-456c-bdaf-604c7153fbb1_lineage4.8_strain1	SRR16088351
a489bc3f-33c8-4251-8add-a596f7935f18_lineage4.8_strain1	SRR16088165
a4f9595a-54fd-4bab-86e8-2932ca7e73b8_lineage4.8_strain1	SRR5486868
a547df7a-9c6b-4426-b9ac-cf14d5adff5d_lineage4.8_strain1	SRR10525322
a56c7e2a-6b47-4b0c-b459-89758259f85c_lineage4.8_strain1	SRR16088032
a59f89b8-2054-41e9-8a1f-09c9af463778_lineage4.8_strain1	SRR7652984
a6ef2a94-4214-429b-994a-9f99ff925be9_lineage4.8_strain1	SRR16088172
a6f1fc2d-30dd-4610-b94f-e41ac4c476f7_lineage4.8_strain1	SRR7516360
a74e10ae-b956-4401-837a-8b73b606e5be_lineage4.8_strain1	SRR7592353
a7558b8f-cbd5-4f73-aba8-7c37e58589dc_lineage4.8_strain1	SRR11033617
aa587bbc-361b-4c6d-9f8c-83fcfd146e58_lineage4.8_strain1	SRR9738514
aa83eb66-3bc5-419f-a124-9b96d70cde57_lineage4.8_strain1	SRR10525337
ac4f97ef-aca4-4d1c-9378-3a0469595179_lineage4.8_strain1	SRR16088216
acc851b9-d695-4716-af45-13e1d1bd3575_lineage4.8_strain1	SRR11033661
ad2dfc10-3084-46f8-b6c9-312951c97856_lineage4.8_strain1	SRR9738512
ad8fe1e5-c8d1-4f2a-a29a-79baddd6ab55_lineage4.8_strain1	SRR10380026
ae6820cf-3d66-4ed9-94e5-92969ae37572_lineage4.8_strain1	SRR16088169
af600808-c202-4d31-bf93-e1e65e07f53e_lineage4.8_strain1	SRR13232639
b1006987-9712-49c0-96c7-2d8524ba26f7_lineage4.8_strain1	SRR10525331
b16f537c-5111-4f50-8eb4-363c6aac049f_lineage4.8_strain1	SRR16088390
b272a2cc-3c51-447b-a859-328a03cb234b_lineage4.8_strain1	SRR16088362
b2c49fc9-5119-4c14-bb65-239b98d1b67e_lineage4.8_strain1	SRR10397220
b2d93f7c-1511-4bf8-b214-6a887fdf010f_lineage4.8_strain1	SRR9738522
b42698c6-adac-4d04-bff9-32d069d321ef_lineage4.8_strain1	SRR10303346
b45696c6-a326-4982-b09a-cecbca2f73c7_lineage4.8_strain1	SRR11033670
b4ae7525-8f44-4339-a968-f62fd45e4155_lineage4.8_strain1	SRR5152927
b4c2a2c6-c846-4618-88e5-eb0ab4c9d3bf_lineage4.8_strain1	SRR13232558
b4d6fe17-9d56-4d71-932a-fbe73ca3feb3_lineage4.8_strain1	SRR9738508
b5f00885-0196-42c2-88ca-b6bfcf4590dc_lineage4.8_strain1	SRR7654034
b65200de-7b1c-4232-b35e-9fdd010f77c8_lineage4.8_strain1	SRR11033648
b6690084-600c-4796-a1dc-eceb7b2883cf_lineage4.8_strain1	SRR16088374
b6d8d981-1189-4681-a025-b30691150f25_lineage4.8_strain1	SRR16088268
b71f8159-bfaa-4eac-a714-6bc357ba8da0_lineage4.8_strain1	SRR16088251
b8a214e1-0585-4acf-acc6-1eee56f219d7_lineage4.8_strain1	SRR10379907
b98eeecd-a9ee-4e5e-872a-77c9bc788315_lineage4.8_strain1	SRR16088148
b9b35370-6f16-4cd1-ad01-aeddf6b6d643_lineage4.8_strain1	SRR9738525
b9b87661-b9ad-4dc5-a93c-09e56618b073_lineage4.8_strain1	SRR9738537
ba588cd3-43bd-49f9-8ec5-fa8c6d269337_lineage4.8_strain1	SRR16088459
ba8e5e21-264d-4174-9b5f-dab8d25e7953_lineage4.8_strain1	SRR11033666
bc8fe98e-e8a8-40ea-af30-a8f12064baed_lineage4.8_strain1	SRR3544742
bd80e3c3-953c-45a7-a5fa-bd45deebe6b4_lineage4.8_strain1	SRR5152929
beef6ca0-d513-4f25-bba4-75da847691ae_lineage4.8_strain1	SRR16088388
c121f890-6218-4002-a6fb-8553afba36f0_lineage4.8_strain1	SRR16088499
c1ddfbe5-83aa-41be-bfd4-d6ce00e59d5c_lineage4.8_strain1	SRR3743495
c213fb8e-5835-459e-b3e7-5596f7117b81_lineage4.8_strain1	SRR9738484
c228ab5a-5c1a-4e0c-bd17-fdb0a573eef2_lineage4.8_strain1	SRR16088458
c34177f5-5d9b-4af9-98e1-284556da1976_lineage4.8_strain1	SRR10380179
c4bfe2ee-36d2-4ad4-bd44-f6db50630f4e_lineage4.8_strain1	SRR7592384
c62cdb65-d8d0-41ce-b533-38c08fc36e2f_lineage4.8_strain1	SRR5152901
c6a0027e-ede8-474c-bb47-f05f38731857_lineage4.8_strain1	SRR16088068
c807fc7c-faac-44c0-bd8c-63aad6744371_lineage4.8_strain1	SRR6356923
ca411c4a-4f6d-412b-939e-32df88ab275a_lineage4.8_strain1	SRR11033589
ca492ae3-4a10-4fc0-9b1f-22bac512869f_lineage4.8_strain1	SRR5153216
ca751f85-cd84-4278-babf-513058997400_lineage4.8_strain1	SRR7592387
cb1dd3b2-5268-47a7-b8f0-3d8094c58e49_lineage4.8_strain1	SRR11033622
cc3746fd-7824-4b4e-b768-7f355c3d9bb9_lineage4.8_strain1	SRR16088138
cdfb863a-a474-49d5-9ce3-6f0a02beccec_lineage4.8_strain1	SRR10397214
cf57dc43-1641-468e-add1-04435460f206_lineage4.8_strain1	SRR7516342
clark2013_A70250_lineage4.8_strain1	ERR040122
clark2013_A70645_lineage4.8_strain1	ERR038742
clark2013_A70661_lineage4.8_strain1	ERR038747
cox2021_-120514087873873429_lineage4.8_strain1	ERR6362967
cox2021_-2550384838684260704_lineage4.8_strain1	ERR5987379
cox2021_-2611076336750143676_lineage4.8_strain1	ERR5987318
cox2021_-2683359103539622639_lineage4.8_strain1	ERR6362872
cox2021_-3178317633741314343_lineage4.8.1_strain1	ERR6362165
cox2021_-3911397539514466595_lineage4.8.1_strain1	ERR6362413
cox2021_-4340858606773092946_lineage4.8_strain1	ERR5987443
cox2021_-4810672247126731463_lineage4.8_strain1	ERR6362055
cox2021_-4921301811485854431_lineage4.8_strain1	ERR6362453
cox2021_-5241740242509767429_lineage4.8_strain1	ERR6362956
cox2021_-6562832756255913439_lineage4.8_strain1	ERR6362917
cox2021_-696930437762846852_lineage4.8.1_strain1	ERR6362923
cox2021_-7054350624343759913_lineage4.8_strain1	ERR6362886
cox2021_-7115361444197211762_lineage4.8_strain1	ERR6362136
cox2021_-7183314389147776386_lineage4.8_strain1	ERR5987409
cox2021_-7645856285639089936_lineage4.8.1_strain1	ERR6361985
cox2021_-8747717451681503301_lineage4.8_strain1	ERR6361958
cox2021_-8969459985822098248_lineage4.8_strain1	ERR6362920
cox2021_-994467452025001889_lineage4.8_strain1	ERR6362046
cox2021_1011825359959327327_lineage4.8_strain1	ERR6362316
cox2021_1096263155498192923_lineage4.8_strain1	ERR6362623
cox2021_1952616601286270139_lineage4.8_strain1	ERR6362499
cox2021_2083813424103282941_lineage4.8_strain1	ERR6362469
cox2021_2951932324857814924_lineage4.8_strain1	ERR6362946
cox2021_384040775828251497_lineage4.8.1_strain1	ERR6362347
cox2021_4140880273011116782_lineage4.8_strain1	ERR6362492
cox2021_4155535820023713513_lineage4.8_strain1	ERR6362760
cox2021_4434285422744805193_lineage4.8_strain1	ERR6362339
cox2021_4536036217234227222_lineage4.8_strain1	ERR6362108
cox2021_4720920138770047735_lineage4.8_strain1	ERR6362583
cox2021_617277203104525367_lineage4.8.1_strain1	ERR6362558
cox2021_6939695606830641482_lineage4.8_strain1	ERR6362363
cox2021_7151611674789250854_lineage4.8_strain1	ERR6362110
cox2021_773314388915720325_lineage4.8_strain1	ERR6362527
cox2021_8299004667139018505_lineage4.8_strain1	ERR6362853
d0ce5b33-fa25-45ee-9f6a-bf9bb3933e82_lineage4.8_strain1	SRR11033690
d27a9d89-103d-4c56-9176-f2a229dfcd79_lineage4.8_strain1	SRR9738556
d48829e0-2178-4920-b319-c14c41b365d7_lineage4.8_strain1	SRR10525358
d4cf9fbe-d7e0-41f6-9bce-6040fe97fa91_lineage4.8_strain1	SRR9738499
d4efa43e-7582-4e7e-ae4a-bdbdcf1123b1_lineage4.8_strain1	SRR7592375
d52b02b5-b6d1-473f-b1d7-497b8f32f6dd_lineage4.8_strain1	SRR10397246
d598d8a5-7f2c-4c7d-bddc-183ee7864d8e_lineage4.8_strain1	SRR16088496
d6b7f2d6-90ab-4cc0-8b9f-ee2f42efc121_lineage4.8_strain1	SRR16087996
d7448969-884d-4e00-b6fe-3174511ec017_lineage4.8_strain1	SRR9738554
d8cd4cca-74a8-4538-b195-2761591dc054_lineage4.8_strain1	SRR11033669
d9995b61-95f1-4dc6-8664-1595e3bc16f8_lineage4.8_strain1	SRR7592379
d9bd5855-47d2-4ea0-815d-1dda0fb3c7db_lineage4.8_strain1	SRR7655613
d9ccef74-5584-4ad2-ba8f-e11281466411_lineage4.8_strain1	SRR1158939
dadeb74b-a646-4de9-9091-7a5739e914ad_lineage4.8_strain1	SRR9738528
db4f72e5-407e-47e2-96e1-d45a3f8e2d04_lineage4.8_strain1	SRR16087934
db8a4052-909d-4223-b8c3-890680bc08a1_lineage4.8_strain1	SRR16088087
dbd9a629-6c91-4b49-be97-5b5e870165f8_lineage4.8_strain1	SRR9738536
dbdf266f-ded0-4483-9c9a-4376fd5a5e69_lineage4.8_strain1	SRR16088098
dc9f0019-8df6-4b14-91b1-513d2afcd80f_lineage4.8_strain1	SRR16088228
dd6652c2-8079-400e-ad1f-16c2a0963585_lineage4.8_strain1	SRR16088306
ddc8ef7d-8784-48d2-98b2-8c44dedbe1cc_lineage4.8_strain1	SRR10397171
de1e1da0-c580-4732-9bec-e59923c2ac86_lineage4.8_strain1	SRR16088460
deb0ac9c-2b02-45eb-8613-505e83fc3ddf_lineage4.8_strain1	SRR10379902
df9ceb52-2357-496b-916c-c55154bb6834_lineage4.8_strain1	SRR16088320
e0e1e18c-4ca1-4a92-aaf8-34f3a468edf4_lineage4.8_strain1	SRR5486874
e18e38ce-1f99-454e-976f-a670573df56b_lineage4.8_strain1	SRR16088162
e21c5293-ac0b-4818-bee4-f9ed642841eb_lineage4.8_strain1	SRR11033660
e2e50f9d-9852-4d15-8580-8feb7fa15a0d_lineage4.8_strain1	SRR16088003
e408ebe5-3f2a-445e-98f9-c5c6a74c94d3_lineage4.8_strain1	SRR10525335
e4d1c483-f5ad-44c6-a3d2-66fd4f28bd6d_lineage4.8_strain1	SRR9738543
e52454ea-0607-4433-8ddc-3021a1a6b47f_lineage4.8_strain1	SRR5486873
e551bc0e-67a1-495a-8ef1-4b007b53c475_lineage4.8_strain1	SRR7592389
e5ea2b54-c584-4b02-b933-24deae926762_lineage4.8_strain1	SRR7592334
e6645961-3af9-41de-846a-f4d62a20f113_lineage4.8_strain1	SRR9738550
e6f6a345-9734-4f06-9b39-1ffeb2053bf3_lineage4.8_strain1	SRR7655615
e71112a7-0826-4e92-982e-c369ede8cd02_lineage4.8_strain1	SRR10525332
e77f5881-14b4-470d-b454-4cda75444bbe_lineage4.8_strain1	SRR11033773
e78b984b-2560-4827-90a3-462e9ae912a0_lineage4.8_strain1	SRR3743458
e79ac3f9-6160-4280-afbb-f2fcae48fd3b_lineage4.8_strain1	SRR7516367
e7a76a8e-e7be-4943-9899-a9e509e56ad1_lineage4.8_strain1	SRR7592370
e8d41574-ec36-426e-bcc7-b0277c3e3abb_lineage4.8_strain1	SRR9738521
ea136062-8a43-4189-a543-5f1cb0601332_lineage4.8_strain1	SRR16088382
ed0ec60d-4ff8-47b5-9c1b-517db9902d4f_lineage4.8_strain1	SRR13232414
ef2e2f23-91dd-4fed-92b8-cb89a58e43a0_lineage4.8_strain1	SRR5486867
f0c70890-7873-4a64-baff-c219a96e9ed6_lineage4.8_strain1	SRR16088483
f0db137e-e33f-42a4-9c68-cdd61adffbfc_lineage4.8_strain1	SRR5486883
f107747c-6559-4c6e-96d1-47c5b92f730b_lineage4.8_strain1	SRR16088135
f16b792a-aede-4145-9a93-f6f4e92745f0_lineage4.8_strain1	SRR7653082
f1777be6-3837-47f9-91e4-f4d6dce8134d_lineage4.8_strain1	SRR16087938
f40522fe-8a79-40a0-98ab-eaf4c4103063_lineage4.8_strain1	SRR5486888
f64ae0f2-8e5b-46c8-bd86-9cca0b277b7d_lineage4.8_strain1	SRR16088033
f6ac59c5-9335-4d1b-8c45-1ef7d5af28f1_lineage4.8_strain1	SRR9738533
f73800dc-4cc7-44e8-b128-a12344b8dd81_lineage4.8_strain1	SRR16088599
f82e2031-11a7-4817-b883-61cb034551d6_lineage4.8_strain1	SRR7592364
f851961e-60da-47e5-ac2c-ef58dbbc7f75_lineage4.8_strain1	SRR9738517
f89e1a5e-8099-40f7-9a47-5dd15a6f783f_lineage4.8_strain1	SRR11033684
f8e381b1-a0e0-49e7-9c60-79eb225e47a7_lineage4.8_strain1	SRR7592380
f90d0ddd-ccf2-4194-be16-be4701abda10_lineage4.8_strain1	SRR11033667
f9cf3a3d-b208-4f2a-909c-0bc33fbc0104_lineage4.8_strain1	SRR7653085
fb4afd49-9632-449f-9bb2-145c73275717_lineage4.8_strain1	SRR10525327
fb78d179-4967-42d6-9160-c08d0db323c9_lineage4.8_strain1	SRR6356930
fba1dee1-05e0-445a-9671-5e8d41127204_lineage4.8_strain1	SRR16088434
fc5e70bb-f3f6-4a79-b45b-26a17c1bbeae_lineage4.8_strain1	SRR16088097
fc92abb0-5b29-4ad2-bce0-9e0d5ce2c2b6_lineage4.8_strain1	SRR10525326
fcbd2988-a978-4af8-a678-10a443d59799_lineage4.8_strain1	SRR10525374
fcd7df88-e444-4583-8198-fa3960d01b75_lineage4.8_strain1	SRR10397255
fd231a91-6d07-420a-953e-c255df1f764c_lineage4.8_strain1	SRR7516364
fdf8ce7f-1812-4814-b67e-e718a69d8a44_lineage4.8_strain1	SRR16088472
fe279a07-5a9e-40fb-b800-821062f4aa5e_lineage4.8_strain1	SRR16088096
fe42e306-9ba7-46e7-b012-8817c2d55f10_lineage4.8_strain1	SRR9738555
fe516755-73b4-44e7-9ba7-1e9283c5aad3_lineage4.8_strain1	SRR1158931
fe543cec-893f-4ac4-9b65-458ec7eea098_lineage4.8_strain1	SRR9738507
fe7ab076-88c7-491a-a0b8-5663355c27b8_lineage4.8_strain1	SRR16088262
folkvardsen2020_P11_lineage4.8_strain1	ERR2228803
folkvardsen2020_P12_lineage4.8_strain1	ERR2229582
folkvardsen2020_P13_lineage4.8_strain1	ERR2229817
folkvardsen2020_P14_lineage4.8_strain1	ERR2229343
folkvardsen2020_P17_lineage4.8_strain1	ERR2229329
folkvardsen2020_P26_lineage4.8_strain1	ERR2229467
folkvardsen2020_P27_lineage4.8_strain1	ERR2229506
guerra2014_KPS_42_lineage4.8_strain1	ERR221535
guerra2014_KPS_52_lineage4.8_strain1	ERR212030
nimmo2020_F1064_lineage4.8_strain1	SRR10315752
nimmo2020_H0015_lineage4.8.1_strain1	SRR9971125
nimmo2020_H0031_lineage4.8_strain1	SRR9971278
nimmo2020_H0034_lineage4.8_strain1	SRR9971133
nimmo2020_H0104_lineage4.8_strain1	SRR9971364
nimmo2020_H0131_lineage4.8_strain1	SRR9971178
nimmo2020_H0145_lineage4.8_strain1	SRR9971174
nimmo2020_H0148_lineage4.8_strain1	SRR9971175
nimmo2020_H0164_lineage4.8_strain1	SRR9971152
nimmo2020_H0167_lineage4.8_strain1	SRR9971094
nimmo2020_H0169_lineage4.8_strain1	SRR9971093
nimmo2020_K0017_lineage4.8.1_strain1	SRR9971224
nimmo2020_K0044_lineage4.8.1_strain1	SRR9971371
nimmo2020_K0093_lineage4.8_strain1	SRR10315652
nimmo2020_K0108_lineage4.8.1_strain1	SRR10315637
nimmo2020_P0139_lineage4.8.1_strain1	SRR9970999
nimmo2020_P0156_lineage4.8_strain1	SRR9970998
nimmo2020_P0190_lineage4.8.1_strain1	SRR9971070
nimmo2020_P0191_lineage4.8.1_strain1	SRR9971344
nimmo2020_P3028_lineage4.8.1_strain1	SRR9971373
nimmo2020_P3040_lineage4.8.1_strain1	SRR10315590
nimmo2020_R0005_lineage4.8_strain1	SRR9971167
nimmo2020_R0081_lineage4.8_strain1	SRR9971384
UNKNOWN10_lineage4.8_strain1	ERR2791532
UNKNOWN28_lineage4.8_strain1	ERR2791551
UNKNOWN8774_lineage4.8_strain1	ERR4553428
UNKNOWN8784_lineage4.8_strain1	ERR4553441
UNKNOWN8785_lineage4.8_strain1	ERR4553443
UNKNOWN8798_lineage4.8_strain1	ERR4553460
UNKNOWN8800_lineage4.8_strain1	ERR4553462
UNKNOWN8821_lineage4.8_strain1	ERR4553486
UNKNOWN8823_lineage4.8_strain1	ERR4553488
UNKNOWN8844_lineage4.8_strain1	ERR4553514
UNKNOWN8849_lineage4.8_strain1	ERR4553519
UNKNOWN8852_lineage4.8_strain1	ERR4553524
UNKNOWN8868_lineage4.8_strain1	ERR4553542
UNKNOWN8893_lineage4.8_strain1	ERR4553572
UNKNOWN8895_lineage4.8_strain1	ERR4553574
UNKNOWN8907_lineage4.8_strain1	ERR4553589
UNKNOWN8908_lineage4.8_strain1	ERR4553591
UNKNOWN8918_lineage4.8_strain1	ERR4553602
UNKNOWN8932_lineage4.8_strain1	ERR4553619
UNKNOWN8975_lineage4.8_strain1	ERR4553673
UNKNOWN8995_lineage4.8_strain1	ERR4553696
UNKNOWN9001_lineage4.8_strain1	ERR4553703
UNKNOWN9007_lineage4.8_strain1	ERR4553709
UNKNOWN9011_lineage4.8_strain1	ERR4553714
UNKNOWN9019_lineage4.8_strain1	ERR4553722
UNKNOWN9020_lineage4.8_strain1	ERR4553723
UNKNOWN9038_lineage4.8_strain1	ERR4553742
UNKNOWN9039_lineage4.8_strain1	ERR4553743
UNKNOWN9043_lineage4.8_strain1	ERR4553748
UNKNOWN9054_lineage4.8_strain1	ERR4553759
UNKNOWN9059_lineage4.8_strain1	ERR4553765
UNKNOWN9061_lineage4.8_strain1	ERR4553767
UNKNOWN9069_lineage4.8_strain1	ERR4553775
UNKNOWN9077_lineage4.8_strain1	ERR4553784
UNKNOWN9083_lineage4.8_strain1	ERR4553790
UNKNOWN9098_lineage4.8_strain1	ERR4553806
UNKNOWN9124_lineage4.8_strain1	ERR4553835
UNKNOWN9133_lineage4.8_strain1	ERR4553846
UNKNOWN9138_lineage4.8_strain1	ERR4553851
UNKNOWN9147_lineage4.8_strain1	ERR4553860
UNKNOWN9152_lineage4.8_strain1	ERR4553866
UNKNOWN9166_lineage4.8_strain1	ERR4553885
UNKNOWN9192_lineage4.8_strain1	ERR4553950
walker2013_P000007_lineage4.8_strain1	ERR039339
walker2013_P000019_lineage4.8.2_strain1	ERR046920
walker2013_P000028_lineage4.8.2_strain1	ERR046755
walker2013_P000029_lineage4.8.2_strain1	ERR040101
walker2013_P000032_lineage4.8.2_strain1	ERR046926
walker2013_P000038_lineage4.8.2_strain1	ERR040103
walker2013_P000044_lineage4.8.2_strain1	ERR040100
walker2013_P000052_lineage4.8.2_strain1	ERR046756
walker2013_P000058_lineage4.8.2_strain1	ERR040099
walker2013_P000078_lineage4.8.2_strain1	ERR046925
walker2013_P000079_lineage4.8.2_strain1	ERR046751
walker2013_P000099_lineage4.8_strain1	ERR046952
walker2013_P000103_lineage4.8.2_strain1	ERR046759
walker2013_P000104_lineage4.8.2_strain1	ERR040104
walker2013_P000108_lineage4.8_strain1	ERR039340
walker2013_P000109_lineage4.8_strain1	ERR046932
walker2013_P000111_lineage4.8_strain1	ERR046930
walker2013_P000112_lineage4.8_strain1	ERR039341
walker2013_P000120_lineage4.8.2_strain1	ERR046760
walker2013_P000121_lineage4.8.2_strain1	ERR046761
walker2013_P000122_lineage4.8.2_strain1	ERR046754
walker2013_P000130_lineage4.8.2_strain1	ERR040096
walker2013_P000131_lineage4.8.2_strain1	ERR046762
walker2013_P000132_lineage4.8.2_strain1	ERR038284
walker2013_P000133_lineage4.8.2_strain1	ERR038283
