host_id	isolate_id
eldholm2014_patientX_lineage4.8_strain1	ERR459447
eldholm2014_patientX_lineage4.8_strain1	ERR459448
eldholm2014_patientX_lineage4.8_strain1	ERR461940
eldholm2014_patientX_lineage4.8_strain1	ERR461941
eldholm2014_patientX_lineage4.8_strain1	ERR461942
eldholm2014_patientX_lineage4.8_strain1	ERR461943
eldholm2014_patientX_lineage4.8_strain1	ERR461944
eldholm2014_patientX_lineage4.8_strain1	ERR461945
eldholm2014_patientX_lineage4.8_strain1	ERR461946
eldholm2014_patientX_lineage4.8_strain1	ERR461947
f0df8aa2-045d-42bc-9454-424c57c6f575_lineage4.8_strain1	SRR5153842
f8746f6e-9203-4293-8a5f-51614c2c7fbb_lineage4.8_strain1	SRR16088245
fa9773d3-d2dd-493d-ab76-1680a98d295b_lineage4.8_strain1	SRR16088038
fb1212c0-21fa-48af-8103-b658287ed05e_lineage4.8_strain1	SRR9738531
ff8e481f-cfd6-46af-83a5-05de7226070c_lineage4.8_strain1	SRR10380027
folkvardsen2020_P15_lineage4.8_strain1	ERR1949959
folkvardsen2020_P18_lineage4.8_strain1	ERR2228864
folkvardsen2020_P2_lineage4.8_strain1	ERR2229375
folkvardsen2020_P21_lineage4.8_strain1	ERR2228856
folkvardsen2020_P23_lineage4.8_strain1	ERR2228855
folkvardsen2020_P23_lineage4.8_strain1	ERR2228858
folkvardsen2020_P23_lineage4.8_strain1	ERR2228938
folkvardsen2020_P25_lineage4.8_strain1	ERR2228857
folkvardsen2020_P28_lineage4.8_strain1	ERR2229314
folkvardsen2020_P3_lineage4.8_strain1	ERR1949951
folkvardsen2020_P3_lineage4.8_strain1	ERR2228869
folkvardsen2020_P3_lineage4.8_strain1	ERR2229771
folkvardsen2020_P5_lineage4.8_strain1	ERR2228895
folkvardsen2020_P6_lineage4.8_strain1	ERR2229378
folkvardsen2020_P8_lineage4.8_strain1	ERR2229290
folkvardsen2020_P9_lineage4.8_strain1	ERR1949996
guerra2014_KPS_79_lineage4.8_strain1	ERR176457
lieberman2016_P17_lineage4.8.1_strain1	SRR4033216
lieberman2016_P17_lineage4.8.1_strain1	SRR4033217
lieberman2016_P17_lineage4.8.1_strain1	SRR4033220
lieberman2016_P17_lineage4.8.1_strain1	SRR4033221
lieberman2016_P17_lineage4.8.1_strain1	SRR4033222
lieberman2016_P17_lineage4.8.1_strain1	SRR4033223
lieberman2016_P17_lineage4.8.1_strain1	SRR4033224
lieberman2016_P17_lineage4.8.1_strain1	SRR4033226
lieberman2016_P17_lineage4.8.1_strain1	SRR4033227
lieberman2016_P17_lineage4.8.1_strain1	SRR4033228
lieberman2016_P17_lineage4.8.1_strain1	SRR4033229
lieberman2016_P17_lineage4.8.1_strain1	SRR4033230
lieberman2016_P17_lineage4.8.1_strain1	SRR4033231
lieberman2016_P17_lineage4.8.1_strain1	SRR4033232
lieberman2016_P17_lineage4.8.1_strain1	SRR4033233
lieberman2016_P17_lineage4.8.1_strain1	SRR4033234
lieberman2016_P17_lineage4.8.1_strain1	SRR4033236
lieberman2016_P17_lineage4.8.1_strain1	SRR4033238
lieberman2016_P17_lineage4.8.1_strain1	SRR4033239
lieberman2016_P17_lineage4.8.1_strain1	SRR4033240
lieberman2016_P17_lineage4.8.1_strain1	SRR4033241
lieberman2016_P17_lineage4.8.1_strain1	SRR4033242
lieberman2016_P17_lineage4.8.1_strain1	SRR4033243
lieberman2016_P17_lineage4.8.1_strain1	SRR4033244
lieberman2016_P17_lineage4.8.1_strain1	SRR4033245
lieberman2016_P17_lineage4.8.1_strain1	SRR4033246
lieberman2016_P17_lineage4.8.1_strain1	SRR4033247
lieberman2016_P17_lineage4.8.1_strain1	SRR4033249
lieberman2016_P17_lineage4.8.1_strain1	SRR4033250
lieberman2016_P17_lineage4.8.1_strain1	SRR4033251
lieberman2016_P17_lineage4.8.1_strain1	SRR4033253
lieberman2016_P17_lineage4.8.1_strain1	SRR4033254
lieberman2016_P17_lineage4.8.1_strain1	SRR4033255
lieberman2016_P17_lineage4.8.1_strain1	SRR4033256
lieberman2016_P17_lineage4.8.1_strain1	SRR4033257
lieberman2016_P17_lineage4.8.1_strain1	SRR4033259
lieberman2016_P17_lineage4.8.1_strain1	SRR4033261
lieberman2016_P17_lineage4.8.1_strain1	SRR4033264
lieberman2016_P17_lineage4.8.1_strain1	SRR4033265
lieberman2016_P17_lineage4.8.1_strain1	SRR4033266
lieberman2016_P17_lineage4.8.1_strain1	SRR4033267
lieberman2016_P17_lineage4.8.1_strain1	SRR4033268
lieberman2016_P17_lineage4.8.1_strain1	SRR4033270
lieberman2016_P17_lineage4.8.1_strain1	SRR4033274
lieberman2016_P17_lineage4.8.1_strain1	SRR4033275
lieberman2016_P17_lineage4.8.1_strain1	SRR4033277
lieberman2016_P17_lineage4.8.1_strain1	SRR4033278
lieberman2016_P17_lineage4.8.1_strain1	SRR4033279
lieberman2016_P17_lineage4.8.1_strain1	SRR4033280
lieberman2016_P17_lineage4.8.1_strain1	SRR4033281
lieberman2016_P17_lineage4.8.1_strain1	SRR4033282
lieberman2016_P17_lineage4.8.1_strain1	SRR4033285
lieberman2016_P17_lineage4.8.1_strain1	SRR4033286
lieberman2016_P17_lineage4.8.1_strain1	SRR4033287
lieberman2016_P17_lineage4.8.1_strain1	SRR4033288
lieberman2016_P17_lineage4.8.1_strain1	SRR4033289
lieberman2016_P17_lineage4.8.1_strain1	SRR4033292
nimmo2020_K0015_lineage4.8_strain1	SRR10315474
nimmo2020_K0022_lineage4.8.1_strain1	SRR10315471
nimmo2020_K0086_lineage4.8.1_strain1	SRR10315661
nimmo2020_K0086_lineage4.8.1_strain1	SRR10315662
nimmo2020_K0086_lineage4.8.1_strain1	SRR11349139
nimmo2020_P0117_lineage4.8_strain1	SRR10315607
nimmo2020_P0117_lineage4.8_strain1	SRR10315608
nimmo2020_R0083_lineage4.8_strain1	SRR10315536
nimmo2020_R0083_lineage4.8_strain1	SRR10315537
nimmo2020_R0096_lineage4.8_strain1	SRR10315519
walker2013_P000002_lineage4.8.2_strain1	ERR025837
walker2013_P000034_lineage4.8.2_strain1	ERR046878
walker2013_P000048_lineage4.8_strain1	ERR046929
walker2013_P000075_lineage4.8.1_strain1	ERR046776
walker2013_P000075_lineage4.8.1_strain1	ERR046777
walker2013_P000075_lineage4.8.1_strain1	ERR046778
walker2013_P000075_lineage4.8.1_strain1	ERR047005
walker2013_P000075_lineage4.8.1_strain1	ERR047006
walker2013_P000075_lineage4.8.1_strain1	ERR047008
walker2013_P000080_lineage4.8.2_strain1	ERR040102
walker2013_P000101_lineage4.8.2_strain1	ERR038254
walker2013_P000124_lineage4.8.2_strain1	ERR046876
walker2013_P000138_lineage4.8_strain1	ERR046833
walker2013_P000155_lineage4.8_strain1	ERR046796
walker2013_P000155_lineage4.8_strain1	ERR046821
walker2013_P000164_lineage4.8_strain1	ERR046831
walker2013_P000187_lineage4.8.2_strain1	ERR040105
walker2013_P000215_lineage4.8.2_strain1	ERR040095
walker2013_P000258_lineage4.8_strain1	ERR046995
walker2013_P000263_lineage4.8_strain1	ERR046998
walker2013_P000263_lineage4.8_strain1	ERR047009
walker2013_P000263_lineage4.8_strain1	ERR047011
walker2013_P000263_lineage4.8_strain1	ERR072019
walker2018b_ 908668_lineage4.8_strain1	ERR2517019
walker2018b_06TB_0046_lineage4.8_strain1	ERR2510724
walker2018b_06TB_0056_lineage4.8_strain1	ERR2510726
walker2018b_06TB_0292_lineage4.8_strain1	ERR2510823
walker2018b_RIVM_224_lineage4.8_strain1	ERR2517497
walker2018b_RIVM_8_lineage4.8_strain1	ERR2517589
witney2017_008_lineage4.8_strain1	ERR1750887
witney2017_026_lineage4.8_strain1	ERR1750923
wollenberg2017_16_lineage4.8_strain1	SRR1159052
wollenberg2017_16_lineage4.8_strain1	SRR1181046
wollenberg2017_33_lineage4.8_strain1	SRR1159366
wollenberg2017_33_lineage4.8_strain1	SRR1159713
wollenberg2017_33_lineage4.8_strain1	SRR1180975
wollenberg2017_33_lineage4.8_strain1	SRR1181018
wollenberg2017_33_lineage4.8_strain1	SRR1183961
wollenberg2017_36_lineage4.8_strain1	SRR1159301
wollenberg2017_36_lineage4.8_strain1	SRR1181047
wollenberg2017_5_lineage4.8_strain1	SRR1162536
wollenberg2017_5_lineage4.8_strain1	SRR1181116
wollenberg2017_76_lineage4.8_strain1	SRR1163372
wollenberg2017_76_lineage4.8_strain1	SRR1169124
wollenberg2017_8_lineage4.8_strain1	SRR1159360
wollenberg2017_8_lineage4.8_strain1	SRR1181024
1eb16890-7a12-439c-aa59-ea80fc2a876f_lineage4.8_strain1	SRR10380220
2d32b0fe-6caf-4446-9f16-2ab65a5ffb08_lineage4.8_strain1	SRR10379961
3cdebd14-fde1-4fa9-a7cd-8bc3e42433e6_lineage4.8_strain1	SRR10397216
3fbffca8-1062-4256-b722-821d8e4449a5_lineage4.8_strain1	SRR16088476
4b27abc2-b9e3-4396-885a-ab5d4e554735_lineage4.8_strain1	SRR10379975
4d4a835e-01be-4507-b142-a170a95f7c8f_lineage4.8_strain1	SRR5153851
51b66ee3-0543-4612-873d-6269622e8ee2_lineage4.8_strain1	SRR7516450
5b08ba17-b701-466a-aa48-b304f6a7a0e5_lineage4.8_strain1	SRR7516351
761a277b-c802-4230-a14e-b434d1d2af3e_lineage4.8_strain1	SRR1159687
76628000-733d-4b33-9a5d-0ec7d54cf79a_lineage4.8_strain1	SRR7516457
785356a5-08f4-4f15-813c-40a4a50d2bf7_lineage4.8_strain1	SRR5153914
7d2bbd8f-b3e3-45b2-9de3-af38cb7a1c50_lineage4.8_strain1	SRR11033620
7f912070-a7d5-490f-a81a-c639519d9b38_lineage4.8_strain1	SRR10379926
b41a3447-35d0-4fd0-9006-bf82f2c5f35d_lineage4.8_strain1	SRR10380242
b4db6875-f3cb-47a4-8e58-a8dced21c86a_lineage4.8_strain1	SRR16088373
c0d900ad-288f-436c-a116-f02bd35c4d6b_lineage4.8_strain1	SRR7592354
ccdf9aff-7cad-4580-b25e-cfd5093e04d1_lineage4.8_strain1	SRR16087936
cf6149f6-95c0-4dfc-82d2-cdcaafb8a99e_lineage4.8_strain1	SRR5153862
cox2021_-352603864653171536_lineage4.8_strain1	ERR6052093
cox2021_1145085375848453025_lineage4.8_strain1	ERR6362167
d1eb0f76-9dba-4ffa-8114-03d806434b7f_lineage4.8_strain1	SRR7592361
d833706b-7698-44fa-9064-560ac05d7ead_lineage4.8_strain1	SRR5153869
eldholm2014_patientX_lineage4.8_strain1	ERR461948
f0df8aa2-045d-42bc-9454-424c57c6f575_lineage4.8_strain1	SRR5153867
f8746f6e-9203-4293-8a5f-51614c2c7fbb_lineage4.8_strain1	SRR16088447
fa9773d3-d2dd-493d-ab76-1680a98d295b_lineage4.8_strain1	SRR16088039
fb1212c0-21fa-48af-8103-b658287ed05e_lineage4.8_strain1	SRR9738540
ff8e481f-cfd6-46af-83a5-05de7226070c_lineage4.8_strain1	SRR10380229
folkvardsen2020_P15_lineage4.8_strain1	ERR2229083
folkvardsen2020_P18_lineage4.8_strain1	ERR2229246
folkvardsen2020_P2_lineage4.8_strain1	ERR2229464
folkvardsen2020_P21_lineage4.8_strain1	ERR2229300
folkvardsen2020_P23_lineage4.8_strain1	ERR2228939
folkvardsen2020_P25_lineage4.8_strain1	ERR2228928
folkvardsen2020_P28_lineage4.8_strain1	ERR2229495
folkvardsen2020_P3_lineage4.8_strain1	ERR2229772
folkvardsen2020_P5_lineage4.8_strain1	ERR2229606
folkvardsen2020_P6_lineage4.8_strain1	ERR2229633
folkvardsen2020_P8_lineage4.8_strain1	ERR2229438
folkvardsen2020_P9_lineage4.8_strain1	ERR2229774
guerra2014_KPS_79_lineage4.8_strain1	ERR181776
lieberman2016_P17_lineage4.8.1_strain1	SRR4033293
nimmo2020_K0015_lineage4.8_strain1	SRR9971337
nimmo2020_K0022_lineage4.8.1_strain1	SRR9971341
nimmo2020_K0086_lineage4.8.1_strain1	SRR9971084
nimmo2020_P0117_lineage4.8_strain1	SRR9971189
nimmo2020_R0083_lineage4.8_strain1	SRR9971385
nimmo2020_R0096_lineage4.8_strain1	SRR9971379
walker2013_P000002_lineage4.8.2_strain1	ERR025838
walker2013_P000034_lineage4.8.2_strain1	ERR046879
walker2013_P000048_lineage4.8_strain1	ERR046948
walker2013_P000075_lineage4.8.1_strain1	ERR047016
walker2013_P000080_lineage4.8.2_strain1	ERR046758
walker2013_P000101_lineage4.8.2_strain1	ERR038255
walker2013_P000124_lineage4.8.2_strain1	ERR046877
walker2013_P000138_lineage4.8_strain1	ERR046888
walker2013_P000155_lineage4.8_strain1	ERR046903
walker2013_P000164_lineage4.8_strain1	ERR046890
walker2013_P000187_lineage4.8.2_strain1	ERR046820
walker2013_P000215_lineage4.8.2_strain1	ERR040097
walker2013_P000258_lineage4.8_strain1	ERR046999
walker2013_P000263_lineage4.8_strain1	ERR072035
walker2018b_ 908668_lineage4.8_strain1	ERR2517077
walker2018b_06TB_0046_lineage4.8_strain1	ERR2510725
walker2018b_06TB_0056_lineage4.8_strain1	ERR2510728
walker2018b_06TB_0292_lineage4.8_strain1	ERR2510824
walker2018b_RIVM_224_lineage4.8_strain1	ERR2517632
walker2018b_RIVM_8_lineage4.8_strain1	ERR2517627
witney2017_008_lineage4.8_strain1	ERR1750888
witney2017_026_lineage4.8_strain1	ERR1750924
wollenberg2017_16_lineage4.8_strain1	SRR1181304
wollenberg2017_33_lineage4.8_strain1	SRR1184121
wollenberg2017_36_lineage4.8_strain1	SRR1181111
wollenberg2017_5_lineage4.8_strain1	SRR1181203
wollenberg2017_76_lineage4.8_strain1	SRR1172410
wollenberg2017_8_lineage4.8_strain1	SRR1181306
0046f70e-395f-40bb-b3a7-57b3fe3e97d1_lineage4.8_strain1	SRR10525373
00e74263-9f41-421d-8008-0bca5addb1a6_lineage4.8_strain1	SRR7592386
025cb597-c01e-4b9c-914f-2de64c7597e5_lineage4.8_strain1	SRR16088041
02ab2bb9-b289-4dee-947d-7b544ffe6b94_lineage4.8_strain1	SRR7516415
04df2a73-303a-430a-ba10-d5f6d74dbb1f_lineage4.8_strain1	SRR10379945
0537e719-2b17-451f-b1bf-d133f0fb584f_lineage4.8_strain1	SRR5153131
0595bd37-55da-429e-847f-aca59de22563_lineage4.8_strain1	SRR11033708
060e7faf-e4d5-4c6b-871d-ab36b3bfea3c_lineage4.8_strain1	SRR3544750
065502ca-d372-4571-952c-db9c7f7488f8_lineage4.8_strain1	SRR11033772
078887fc-8542-44b1-b2ef-2568e430c0f8_lineage4.8_strain1	SRR10525329
07b24b4d-02c1-47e1-ac0d-5c1f54961365_lineage4.8_strain1	SRR3544721
0a6c9ded-5f57-48de-b23a-b16fd052b3a9_lineage4.8_strain1	SRR3743202
0aad4053-e6b1-432d-acb3-f819ef99965e_lineage4.8_strain1	SRR16088212
0d312ebf-906d-42fc-a243-6eff8f4afad5_lineage4.8_strain1	SRR6458409
0e04bb57-8bcb-4bf1-b5bd-40d92bdf8910_lineage4.8_strain1	SRR13232457
0e4828e2-14c9-45fd-88c9-9b4e2c20d5b8_lineage4.8_strain1	SRR9738498
0f14d61a-acce-4b69-bc2b-ab3db50a757d_lineage4.8_strain1	SRR10525330
0f776d70-189f-4d0c-8b96-96cd719f93c3_lineage4.8_strain1	SRR7592347
0fdf9e22-7fbd-4875-a510-6e5116294656_lineage4.8_strain1	SRR10380175
0ff6be85-243b-4612-a932-d709b3809632_lineage4.8_strain1	SRR16088399
1401eaaa-6ca6-45e2-86c3-67712719d392_lineage4.8_strain1	SRR10397170
144786ef-eda9-4da9-befb-5784d0028ef3_lineage4.8_strain1	SRR10397263
1597595c-422d-4fb2-b746-2f678d4c0ad2_lineage4.8_strain1	SRR7592331
1660d38d-5152-4efd-a4a2-1bdbba049af6_lineage4.8_strain1	SRR16088488
17ca6d42-5dc2-432f-82d6-f03531a27f46_lineage4.8_strain1	SRR16088218
19b97946-ff34-4b97-a804-e9aac1f39c77_lineage4.8_strain1	SRR16088173
19d4d7fb-97d3-4edf-8bc1-ede03d05fc3c_lineage4.8_strain1	SRR16088467
1a07d6f1-845e-4f3c-b4b9-fcd1c164e77e_lineage4.8_strain1	SRR16088250
1a7b6f67-48a3-463a-b081-9c1cbfd7cc39_lineage4.8_strain1	SRR16088258
1b28255f-047a-42be-becc-8a80d9607c71_lineage4.8_strain1	SRR16088094
1b49f2d6-b655-4133-8a30-950eb14b91b9_lineage4.8_strain1	SRR7592369
1ba26e17-7413-4d06-b4c1-8f4acc35cd91_lineage4.8_strain1	SRR7655468
1c1268f2-8d99-49a9-bb4a-ceeb558ec736_lineage4.8_strain1	SRR6458398
1c75b153-5872-476c-882b-68373c453389_lineage4.8_strain1	SRR7516416
1cc3819e-00a1-460c-a984-12c404a069e9_lineage4.8_strain1	SRR16088026
1ccf4507-e7a9-4181-9a47-328c5ce62917_lineage4.8_strain1	SRR11033647
1cfe1e68-2791-4f9f-a140-34a3a11722cc_lineage4.8_strain1	SRR11033600
1d54f5a2-5b4a-457b-8f2f-4a122799e9b4_lineage4.8_strain1	SRR5153596
1e9b38a3-4a9d-424a-b695-157bd9ce9507_lineage4.8_strain1	SRR10380181
1f1694bc-4a2b-49d0-a0cb-b560a92d7c5d_lineage4.8_strain1	SRR16088011
1f8621f5-e37f-4ba0-b3e0-05d12e4e4bfb_lineage4.8_strain1	SRR11033709
1f87188a-77d2-44d2-ada6-fb90bd758ff4_lineage4.8_strain1	SRR16088389
1f98271a-5802-4bea-9f7e-cd3f1ba204dd_lineage4.8_strain1	SRR7657756
1fdfb1df-0186-45e9-8da6-2e40ab06ecf5_lineage4.8_strain1	SRR11033601
2021f00d-5101-489e-9b4b-3e9c53341425_lineage4.8_strain1	SRR16088537
209757ca-bcbc-4e1e-86e8-ba0ca16701e1_lineage4.8_strain1	SRR7592371
2156ad1f-6918-4e85-a1e9-4f23f8d4285f_lineage4.8_strain1	SRR9738480
217fbb78-0f46-4b1d-acd0-f32c6938dcd5_lineage4.8_strain1	SRR11033593
219674ef-f9dd-4db3-92ae-c7f8c2ba1f6b_lineage4.8_strain1	SRR9738497
21be0e40-3801-4e24-b644-ea9b23ff884c_lineage4.8_strain1	SRR16088119
226c1c5d-0a46-4c75-ba4c-54c4916ba1b6_lineage4.8_strain1	SRR16088322
22ad5a4c-79c3-42d0-8f8a-dc248006c790_lineage4.8_strain1	SRR7516440
23f690d6-b9be-4c95-a242-8b5f9ac715fc_lineage4.8_strain1	SRR10525371
24dbbd89-d022-42ff-a3bb-d158f0ade1ee_lineage4.8_strain1	SRR10397191
24e1336d-3b91-4c7a-8d7e-d1df4791f5b7_lineage4.8_strain1	SRR7516329
26c3b201-7c79-4d91-9f09-a29a5fe9bf88_lineage4.8_strain1	SRR11033735
26cdc83d-e41f-4f38-a989-759d8aaf1cae_lineage4.8_strain1	SRR13232438
26ed3f1a-03b3-40bf-9542-23dcf6b86087_lineage4.8_strain1	SRR16088372
2890f209-1c3a-4d68-a0ad-8102d5aa4945_lineage4.8_strain1	SRR6458461
28f3ebe1-9ef5-4766-af6e-a2fb856d64f1_lineage4.8_strain1	SRR16088368
2a9e22b5-1108-4d0e-bcc0-0f50aff8b77a_lineage4.8_strain1	SRR16088380
2b278d0b-ae48-4bf7-a004-19d2fd2ca271_lineage4.8_strain1	SRR10379920
2b72a306-4507-439e-80b7-01525e0bd908_lineage4.8_strain1	SRR9738506
2d0916f3-c413-462e-b727-29c5eea1cce8_lineage4.8_strain1	SRR9738496
2f9b807c-f95a-46cd-bef0-29f95750866b_lineage4.8_strain1	SRR7655466
30f0cd06-a5d4-41c3-a5cc-a919f6e05c68_lineage4.8_strain1	SRR16088207
31374c72-1387-4638-ae3f-27080de358fd_lineage4.8_strain1	SRR10397258
3222ff59-7164-4381-aadf-7c6283379cd0_lineage4.8_strain1	SRR7592325
325384a0-db59-49a1-9b6a-54667d90092e_lineage4.8_strain1	SRR10525366
32b868c8-ce7a-409f-8f7e-c8cad19a4075_lineage4.8_strain1	SRR7516445
36cd704b-a3f8-4ce8-ab97-8f1e8202d26c_lineage4.8_strain1	SRR11033625
373a0443-f0c5-4fe7-814c-40ef86166c9a_lineage4.8_strain1	SRR1159171
379e9e05-dd59-4657-b8f8-a9e5f8c15f05_lineage4.8_strain1	SRR9738503
37de9676-d9e2-495d-b96b-00d8cfc4be84_lineage4.8_strain1	SRR5486892
391c8aea-5c08-4de2-aa11-6a51d6e4cddc_lineage4.8_strain1	SRR10525324
3c33ff6b-9b8b-4036-a7f8-a2cdf1515bcf_lineage4.8_strain1	SRR16087949
3d2c154d-d598-4ace-a6b1-754e2f5fae9c_lineage4.8_strain1	SRR11033723
3d473128-fc26-4136-8b42-857c043ee08c_lineage4.8_strain1	SRR11033689
3df89f40-50a4-49c3-9a32-a5df7067e373_lineage4.8_strain1	SRR16088474
3e31ad21-a267-49ab-89e7-c7e9dbb58cd0_lineage4.8_strain1	SRR16088360
3f8f8d0d-72e8-4273-8afb-bbc08cc33220_lineage4.8_strain1	SRR5486905
400c71ae-ae2d-425e-abd2-4734216c67b6_lineage4.8_strain1	SRR9738489
40d056aa-44a2-4f6a-8c00-774b42a50453_lineage4.8_strain1	SRR16087994
42c723be-ed59-4755-8f3a-39816bb74f58_lineage4.8_strain1	SRR11033687
42e2024f-d395-442a-9284-7d21c2d7e369_lineage4.8_strain1	SRR9738478
43d228a1-7a00-4452-86af-592632a54fa8_lineage4.8_strain1	SRR9738557
44cc64fc-6f3a-4228-b430-6b0c878b6afb_lineage4.8_strain1	SRR7516446
46581f58-2794-4c78-bfe1-13a68970d45a_lineage4.8_strain1	SRR10397104
47d541da-423f-4952-b719-6f72e4af6e04_lineage4.8_strain1	SRR10380180
48158ba1-591b-49e3-be02-c6d671555a7c_lineage4.8_strain1	SRR16088091
4820202e-9db0-4f5d-bdae-4b3d6c0b27c1_lineage4.8_strain1	SRR11033596
48694af6-4c83-4663-97d1-dfa3ea8fe07f_lineage4.8_strain1	SRR9738482
49a31b3f-b863-47c7-ac0b-1d96afb3c99a_lineage4.8_strain1	SRR7655951
49de66ce-4870-4106-b368-72db08b5a947_lineage4.8_strain1	SRR16088538
4a94168e-44a5-423d-ba07-a82c84ac32cb_lineage4.8_strain1	SRR16088265
4cbb8265-b237-4731-9162-a3d539c63b4a_lineage4.8_strain1	SRR5486875
4d17e120-5379-4d43-9c98-572d8e963f86_lineage4.8_strain1	SRR10380163
4db51567-e40b-427a-aa48-d45e8a2c7418_lineage4.8_strain1	SRR7657758
4ec1edf9-eb99-40f7-92b8-1955d797640c_lineage4.8_strain1	SRR16088239
4f1910d8-00b9-4940-8841-f60639fdf6d7_lineage4.8_strain1	SRR16088121
520b317b-99ab-4ddd-9b43-1835139bd2de_lineage4.8_strain1	SRR10380084
52c136ca-a5c0-45a2-a8f9-67a474e9d536_lineage4.8_strain1	SRR5153252
545910af-0690-459c-b313-95b8e149c70f_lineage4.8_strain1	SRR10525321
54beb611-dd4f-4283-baf7-08a5d313e33e_lineage4.8_strain1	SRR10525359
558ea7ec-5c2b-4c2a-a33a-878d111d1cc2_lineage4.8_strain1	SRR7516378
567b0655-ede1-47ac-90d9-09f7239e26d8_lineage4.8_strain1	SRR7592365
5697c0a9-a9de-4ad9-aa19-dfb236cd96c4_lineage4.8_strain1	SRR10525368
569fa853-547b-47e5-b839-59d56373da5e_lineage4.8_strain1	SRR11033634
56b1b630-9398-4a1e-b85a-475ca8047e3d_lineage4.8_strain1	SRR9738488
573bc37d-dbd3-46ed-a8cb-e324fbf9ff8f_lineage4.8_strain1	SRR7516437
577b0489-b739-4fec-a26e-f9b8977a540e_lineage4.8_strain1	SRR10380189
581decdb-e455-4821-b376-d9d24051cfdc_lineage4.8_strain1	SRR11033749
58c60376-7395-41a9-a590-86d8f73f7b86_lineage4.8_strain1	SRR11033631
59b00f7e-5e6e-4aea-bf24-1d6ebc5db94c_lineage4.8_strain1	SRR5486896
5a2478af-3cae-4403-9739-972f09705e66_lineage4.8_strain1	SRR16087992
5ae613c0-9403-4370-a7a5-bc36b2db0d37_lineage4.8_strain1	SRR7592359
5b392e41-379e-4fc8-9251-301590b76283_lineage4.8_strain1	SRR16088492
5dd4361c-757e-4bbf-a219-878086156bbc_lineage4.8_strain1	SRR16088178
5e973d61-9d0a-4866-a941-f4a4f947ef6e_lineage4.8_strain1	SRR16088598
5f351455-11a8-4f30-b9eb-cb92d78cbcab_lineage4.8_strain1	SRR9738544
5f4a5b5e-4c78-4109-8fab-01d93ff4eed0_lineage4.8_strain1	SRR10525348
5fc630c6-46fe-4578-98ba-52875ce755bb_lineage4.8_strain1	SRR16088012
60ee2d54-e056-4298-9a20-b339d5bd1426_lineage4.8_strain1	SRR10379952
61bcaaff-e38e-4d84-ac54-2fda4798e32c_lineage4.8_strain1	SRR16088047
6238fceb-d21d-47a7-929e-0df8ca3bf541_lineage4.8_strain1	SRR7516366
628b3201-b3b7-4faf-9977-48c1f2e7ab5f_lineage4.8_strain1	SRR10380152
62ae9409-e079-4e56-a613-c760bc227bff_lineage4.8_strain1	SRR16087988
635cb372-c91b-4cdb-bacd-96bfb15ba3db_lineage4.8_strain1	SRR16087999
